月份,层数,商铺名称,销售额,总租金,租售比,销售坪效,平均租金,商铺面积,一级业态,二级业态,三级业态,合同起始日期,合同结束日期,扣点方式,扣率,合同期限,商铺面积,平均租金
2016年12月,负一夹层,网鱼网咖,"324,488 ","69,603 ",21%,606.2937 ,130 ,535.2,休闲娱乐,休闲娱乐其它,电玩城/网络游戏,2014/11/3,2019/11/2,纯保底,0,4,535.2,130 
2016年12月,负一夹层,西树泡芙,"232,093 ","39,479 ",17%,4204.5870 ,715 ,55.2,餐饮,轻餐,小吃/冷饮/果汁吧,2013/1/30,2017/5/9,保底与流水两者取高,0.15,4,55.2,715 
2016年12月,负一夹层,希多蜜美瞳,"48,686 ","8,827 ",18%,3381.0000 ,613 ,14.4,其它,其它的其它,眼镜,2016/6/1,2017/5/31,保底与流水两者取高,0.16,0,14.4,613 
2016年12月,负一夹层,香妃酥后,"99,640 ","16,301 ",16%,3193.5769 ,522 ,31.2,餐饮,轻餐,小吃/冷饮/果汁吧,2016/6/12,2018/6/11,保底与流水两者取高,0.14,1,31.2,522 
2016年12月,负一夹层,雅淇,"45,830 ","14,130 ",31%,1193.5000 ,368 ,38.4,餐饮,轻餐,小吃/冷饮/果汁吧,2016/1/1,2016/12/31,保底与流水两者取高,0.14,0,38.4,368 
2016年12月,负一夹层,雅漾,"89,382 ","15,651 ",18%,4965.6667 ,869 ,18,美容,化妆品/护肤品/香水,化妆品/护肤品/香水,2015/6/26,2017/6/25,保底与流水两者取高,0.16,1,18,869 
2016年12月,负一夹层,永坤黄金,"92,903 ","35,591 ",38%,823.6064 ,316 ,112.8,珠宝,珠宝,珠宝,2013/9/3,2016/12/31,保底与流水两者取高,0.09,3,112.8,316 
2016年12月,负一夹层,优禾生活,"142,510 ","49,907 ",35%,1290.8543 ,452 ,110.4,其它,其它的其它,药房/保健品,2016/9/14,2018/9/13,保底与流水两者取高,0.16,1,110.4,452 
2016年12月,负一夹层,渔火东海面点,"300,511 ","38,495 ",13%,1658.4503 ,212 ,181.2,餐饮,正餐,餐馆/饭店,2013/2/24,2018/5/9,保底与流水两者取高,0.11,5,181.2,212 
2016年12月,负一夹层,中国黄金,"1,302,380 ","86,739 ",7%,6783.2313 ,452 ,192,珠宝,珠宝,珠宝,2013/1/5,2017/5/9,保底与流水两者取高,0.09,4,192,452 
2016年12月,负一夹层,周大福,"1,567,932 ","47,979 ",3%,13753.7905 ,421 ,114,珠宝,珠宝,珠宝,2015/6/1,2018/5/31,保底与流水两者取高,0.1,2,114,421 
2016年12月,负一夹层,周大生,"808,375 ","65,074 ",8%,5613.7167 ,452 ,144,珠宝,珠宝,珠宝,2015/5/10,2017/5/9,保底与流水两者取高,0.1,1,144,452 
2016年12月,负一夹层,周黑鸭,"191,842 ","26,820 ",14%,13322.3667 ,"1,862 ",14.4,餐饮,轻餐,小吃/冷饮/果汁吧,2015/7/20,2017/7/19,保底与流水两者取高,0.13,1,14.4,"1,862 "
2016年12月,负一夹层,Iceason 爱茜茜里,"98,460 ","31,970 ",32%,1139.5833 ,370 ,86.4,餐饮,轻餐,咖啡店/面包店/冰激凌,2013/1/8,2018/5/9,保底与流水两者取高,0.17,5,86.4,370 
2016年12月,负一夹层,久留米,"59,032 ","11,700 ",20%,3513.7857 ,696 ,16.8,餐饮,轻餐,小吃/冷饮/果汁吧,2015/9/20,2017/9/19,保底与流水两者取高,0.14,1,16.8,696 
2014年1月,一层,Jack&Jones 杰克琼斯,"775,869 ","38,793 ",5%,2074.2942 ,104 ,374.04,普通服饰,男装,男装,2013/4/20,2018/7/18,保底(含物管费)与流水两者取高,0.12,5,374.04,104 
2014年1月,一层,Vero Moda,"266,936 ","34,702 ",13%,741.4900 ,96 ,360,普通服饰,女装,女装,2013/4/20,2018/7/18,保底(含物管费)与流水两者取高,0.12,5,360,96 
2014年1月,一层,Selected 思莱德,"594,218 ","35,653 ",6%,1584.5811 ,95 ,375,普通服饰,男装,男装,2013/4/20,2018/7/18,保底(含物管费)与流水两者取高,0.12,5,375,95 
2014年1月,一层,Only,"448,161 ","35,853 ",8%,1233.3811 ,99 ,363.36,普通服饰,女装,女装,2013/4/20,2018/7/18,保底(含物管费)与流水两者取高,0.12,5,363.36,99 
2014年1月,一层,Mothercare,"848,543 ","50,913 ",6%,1219.1714 ,73 ,696,儿童,儿童零售,母婴用品,2012/12/3,2018/5/9,保底(含物管费)与流水两者取高,0.1,5,696,73 
2014年1月,一层,Ochirly 欧时力,"1,036,952 ","155,543 ",15%,1540.3321 ,231 ,673.2,普通服饰,女装,女装,2012/12/15,2018/5/9,保底与流水两者取高,0.15,5,673.2,231 
2014年1月,一层,LEE,"392,108 ","50,974 ",13%,2456.8195 ,319 ,159.6,普通服饰,综合服饰,中性服装/休闲服饰,2013/3/6,2017/5/9,保底与流水两者取高,0.13,4,159.6,319 
2014年1月,一层,Less,"178,061 ","37,393 ",21%,951.1795 ,200 ,187.2,普通服饰,女装,女装,2013/1/14,2016/5/9,保底与流水两者取高,0.18,3,187.2,200 
2014年1月,一层,Belvio,"173,387 ","17,339 ",10%,2448.9678 ,245 ,70.8,普通服饰,服饰其它相关,鞋,2013/7/18,2015/8/6,保底与流水两者取高,0.1,2,70.8,245 
2014年1月,一层,J.Linderberg,"223,496 ","29,055 ",13%,1619.5391 ,211 ,138,普通服饰,综合服饰,综合服饰,2013/3/1,2016/5/9,保底与流水两者取高,0.13,3,138,211 
2014年1月,一层,CK Underwear,"156,070 ","9,364 ",6%,2408.4815 ,145 ,64.8,普通服饰,综合服饰,内衣裤/保暖内衣,2013/3/20,2018/5/9,保底与流水两者取高,0.06,5,64.8,145 
2014年1月,一层,CK jeans,"538,636 ","32,318 ",6%,2535.9492 ,152 ,212.4,普通服饰,综合服饰,综合服饰,2013/3/20,2018/5/9,保底与流水两者取高,0,5,212.4,152 
2014年1月,一层,Tommy Hilfiger,"582,181 ","58,218 ",10%,3109.9391 ,311 ,187.2,普通服饰,综合服饰,综合服饰,2013/2/18,2016/5/9,纯扣,0.1,3,187.2,311 
2014年1月,一层,MUJI 无印良品,"1,493,208 ","119,457 ",8%,1583.9361 ,127 ,942.72,快时尚,MUJI 无印良品,快时尚,2013/1/20,2018/5/9,纯扣,0.08,5,942.72,127 
2014年1月,一层,Desigual,"130,459 ","33,919 ",26%,525.1981 ,137 ,248.4,普通服饰,服饰其它相关,生活特性店,2013/1/10,2019/5/9,保底与流水两者取高,0,6,248.4,137 
2014年1月,一层,Starbucks 星巴克（01-38）,"855,631 ","68,450 ",8%,3270.7616 ,262 ,261.6,餐饮,轻餐,咖啡店/面包店/冰激凌,2013/1/14,2023/5/13,保底与流水两者取高,0.08,10,261.6,262 
2014年1月,一层,Massimo Dutti,"642,552 ",0 ,0%,1049.9223 ,0 ,612,快时尚,快时尚其它,快时尚,2013/6/17,2029/6/16,纯扣,0,15,612,0 
2014年1月,一层,ZARA Home,"429,429 ",0 ,0%,901.4037 ,0 ,476.4,快时尚,快时尚其它,快时尚,2013/6/17,2029/6/16,纯扣,0,15,476.4,0 
2014年1月,一层,Oysho,"499,459 ",0 ,0%,1748.8063 ,0 ,285.6,快时尚,快时尚其它,快时尚,2013/6/17,2029/6/16,纯扣,0,15,285.6,0 
2014年1月,一层,Uniqlo 优衣库,"2,805,393 ","224,431 ",8%,2256.5901 ,181 ,1243.2,快时尚,Uniqlo 优衣库,快时尚,2013/1/7,2023/8/30,纯扣,0.08,10,1243.2,181 
2014年1月,一层,Bershka,"1,030,956 ",0 ,0%,1488.9599 ,0 ,692.4,快时尚,快时尚其它,快时尚,2013/6/17,2029/6/16,纯扣,0,15,692.4,0 
2014年1月,一层,Dazzle 地素,"265,255 ","29,178 ",11%,2278.8247 ,251 ,116.4,普通服饰,女装,女装,2013/4/20,2016/5/19,保底与流水两者取高,0.11,3,116.4,251 
2014年1月,一层,STACCATO 思加图,"233,755 ","23,375 ",10%,3607.3287 ,361 ,64.8,普通服饰,服饰其它相关,鞋,2013/6/24,2015/7/13,保底与流水两者取高,0.1,2,64.8,361 
2014年1月,一层,Joy&Peace 真美诗,"184,244 ","23,952 ",13%,3266.7298 ,425 ,56.4,普通服饰,服饰其它相关,鞋,2013/6/24,2015/7/13,纯扣,0.13,2,56.4,425 
2014年1月,一层,Pull&Bear,"514,594 ",0 ,0%,959.3474 ,0 ,536.4,快时尚,快时尚其它,快时尚,2013/6/17,2029/6/16,纯扣,0,15,536.4,0 
2014年1月,一层,Adidas Originals 三叶草,"333,595 ","43,367 ",13%,2808.0404 ,365 ,118.8,普通服饰,运动服饰,运动服饰/运动配饰,2013/2/27,2015/5/9,保底与流水两者取高,0.13,2,118.8,365 
2014年1月,一层,Clarks 其乐,"362,532 ","36,253 ",10%,7746.4018 ,775 ,46.8,普通服饰,服饰其它相关,鞋,2013/1/20,2017/5/9,保底与流水两者取高,0.1,4,46.8,775 
2014年1月,一层,暇步士,"261,458 ","26,146 ",10%,5733.7184 ,573 ,45.6,普通服饰,服饰其它相关,鞋,2013/1/20,2017/5/9,保底与流水两者取高,0.1,4,45.6,573 
2014年1月,一层,Stradivarius,"187,435 ",0 ,0%,441.2319 ,0 ,424.8,快时尚,快时尚其它,快时尚,2013/6/17,2029/6/16,纯扣,0,15,424.8,0 
2014年1月,一层,Mo&Co 摩安珂,"358,697 ","60,979 ",17%,1879.9648 ,320 ,190.8,普通服饰,女装,女装,2013/3/10,2016/5/9,纯扣,0.17,3,190.8,320 
2014年1月,一层,Lenscrafters 亮视点,"63,599 ","44,519 ",70%,638.5422 ,447 ,99.6,其它,其它的其它,眼镜,2013/1/16,2016/5/9,保底与流水两者取高,0.16,3,99.6,447 
2014年1月,一层,egg,"89,514 ","23,274 ",26%,838.1461 ,218 ,106.8,其它,其它的其它,眼镜,2013/3/14,2016/5/9,保底与流水两者取高,0.16,3,106.8,218 
2014年1月,一层,City Chain 时间廊,"284,820 ","34,178 ",12%,2552.1505 ,306 ,111.6,珠宝,钟表,钟表,2013/3/14,2016/5/9,保底与流水两者取高,0.12,3,111.6,306 
2014年1月,一层,Amass 阿玛施,"171,252 ","37,675 ",22%,536.5038 ,118 ,319.2,普通服饰,女装,女装,2013/4/10,2016/5/9,保底与流水两者取高,0.06,3,319.2,118 
2014年1月,一层,Springfield,"400,153 ","68,026 ",17%,893.9973 ,152 ,447.6,普通服饰,综合服饰,综合服饰,2013/1/28,2019/5/9,保底与流水两者取高,0.12,6,447.6,152 
2014年1月,一层,Casio 卡西欧,"93,943 ","5,637 ",6%,6523.7917 ,391 ,14.4,珠宝,钟表,钟表,2013/7/26,2014/7/25,纯保底,0,0,14.4,391 
2014年1月,一层,ZARA,"3,131,208 ",0 ,0%,1258.7265 ,0 ,2487.6,快时尚,ZARA,快时尚,2013/6/17,2029/6/16,纯扣,0,15,2487.6,0 
2014年2月,一层,Jack&Jones 杰克琼斯,"171,265 ","56,106 ",33%,457.8794 ,150 ,374.04,普通服饰,男装,男装,2013/4/20,2018/7/18,保底(含物管费)与流水两者取高,0.12,5,374.04,150 
2014年2月,一层,Vero Moda,"100,971 ","53,999 ",53%,280.4760 ,150 ,360,普通服饰,女装,女装,2013/4/20,2018/7/18,保底(含物管费)与流水两者取高,0.12,5,360,150 
2014年2月,一层,Selected 思莱德,"98,772 ","56,250 ",57%,263.3910 ,150 ,375,普通服饰,男装,男装,2013/4/20,2018/7/18,保底(含物管费)与流水两者取高,0.12,5,375,150 
2014年2月,一层,Only,"162,123 ","54,506 ",34%,446.1770 ,150 ,363.36,普通服饰,女装,女装,2013/4/20,2018/7/18,保底(含物管费)与流水两者取高,0.12,5,363.36,150 
2014年2月,一层,Mothercare,"446,475 ","83,536 ",19%,641.4876 ,120 ,696,儿童,儿童零售,母婴用品,2012/12/3,2018/5/9,保底(含物管费)与流水两者取高,0.1,5,696,120 
2014年2月,一层,Ochirly 欧时力,"375,975 ","168,286 ",45%,558.4896 ,250 ,673.2,普通服饰,女装,女装,2012/12/15,2018/5/9,保底与流水两者取高,0.15,5,673.2,250 
2014年2月,一层,LEE,"108,706 ","39,895 ",37%,681.1128 ,250 ,159.6,普通服饰,综合服饰,中性服装/休闲服饰,2013/3/6,2017/5/9,保底与流水两者取高,0.13,4,159.6,250 
2014年2月,一层,Less,"101,314 ","46,797 ",46%,541.2051 ,250 ,187.2,普通服饰,女装,女装,2013/1/14,2016/5/9,保底与流水两者取高,0.18,3,187.2,250 
2014年2月,一层,Belvio,"88,591 ","19,827 ",22%,1251.2814 ,280 ,70.8,普通服饰,服饰其它相关,鞋,2013/7/18,2015/8/6,保底与流水两者取高,0.1,2,70.8,280 
2014年2月,一层,J.Linderberg,"67,619 ","35,879 ",53%,489.9913 ,260 ,138,普通服饰,综合服饰,综合服饰,2013/3/1,2016/5/9,保底与流水两者取高,0.13,3,138,260 
2014年2月,一层,CK Underwear,"112,466 ","12,956 ",12%,1735.5926 ,200 ,64.8,普通服饰,综合服饰,内衣裤/保暖内衣,2013/3/20,2018/5/9,保底与流水两者取高,0.06,5,64.8,200 
2014年2月,一层,CK jeans,"207,118 ","42,480 ",21%,975.1299 ,200 ,212.4,普通服饰,综合服饰,综合服饰,2013/3/20,2018/5/9,保底与流水两者取高,0,5,212.4,200 
2014年2月,一层,Tommy Hilfiger,"250,734 ","25,073 ",10%,1339.3910 ,134 ,187.2,普通服饰,综合服饰,综合服饰,2013/2/18,2016/5/9,纯扣,0.1,3,187.2,134 
2014年2月,一层,MUJI 无印良品,"1,103,775 ","88,302 ",8%,1170.8412 ,94 ,942.72,快时尚,MUJI 无印良品,快时尚,2013/1/20,2018/5/9,纯扣,0.08,5,942.72,94 
2014年2月,一层,Desigual,"248,600 ","53,399 ",21%,1000.8068 ,215 ,248.4,普通服饰,服饰其它相关,生活特性店,2013/1/10,2019/5/9,保底与流水两者取高,0,6,248.4,215 
2014年2月,一层,Starbucks 星巴克（01-38）,"792,106 ","63,368 ",8%,3027.9274 ,242 ,261.6,餐饮,轻餐,咖啡店/面包店/冰激凌,2013/1/14,2023/5/13,保底与流水两者取高,0.08,10,261.6,242 
2014年2月,一层,Massimo Dutti,"358,829 ",0 ,0%,586.3219 ,0 ,612,快时尚,快时尚其它,快时尚,2013/6/17,2029/6/16,纯扣,0,15,612,0 
2014年2月,一层,ZARA Home,"354,305 ",0 ,0%,743.7132 ,0 ,476.4,快时尚,快时尚其它,快时尚,2013/6/17,2029/6/16,纯扣,0,15,476.4,0 
2014年2月,一层,Oysho,"412,060 ",0 ,0%,1442.7880 ,0 ,285.6,快时尚,快时尚其它,快时尚,2013/6/17,2029/6/16,纯扣,0,15,285.6,0 
2014年2月,一层,Uniqlo 优衣库,"1,618,238 ","154,380 ",10%,1301.6714 ,124 ,1243.2,快时尚,Uniqlo 优衣库,快时尚,2013/1/7,2023/8/30,纯扣,0.08,10,1243.2,124 
2014年2月,一层,Bershka,"561,486 ",0 ,0%,810.9278 ,0 ,692.4,快时尚,快时尚其它,快时尚,2013/6/17,2029/6/16,纯扣,0,15,692.4,0 
2014年2月,一层,Dazzle 地素,"129,860 ","32,595 ",25%,1115.6392 ,280 ,116.4,普通服饰,女装,女装,2013/4/20,2016/5/19,保底与流水两者取高,0.11,3,116.4,280 
2014年2月,一层,STACCATO 思加图,"126,349 ","18,144 ",14%,1949.8315 ,280 ,64.8,普通服饰,服饰其它相关,鞋,2013/6/24,2015/7/13,保底与流水两者取高,0.1,2,64.8,280 
2014年2月,一层,Joy&Peace 真美诗,"92,993 ","14,907 ",16%,1648.8170 ,264 ,56.4,普通服饰,服饰其它相关,鞋,2013/6/24,2015/7/13,纯扣,0.13,2,56.4,264 
2014年2月,一层,Pull&Bear,"403,219 ",0 ,0%,751.7127 ,0 ,536.4,快时尚,快时尚其它,快时尚,2013/6/17,2029/6/16,纯扣,0,15,536.4,0 
2014年2月,一层,Adidas Originals 三叶草,"211,049 ","33,367 ",16%,1776.5051 ,281 ,118.8,普通服饰,运动服饰,运动服饰/运动配饰,2013/2/27,2015/5/9,保底与流水两者取高,0.13,2,118.8,281 
2014年2月,一层,Clarks 其乐,"168,072 ","19,143 ",11%,3591.2769 ,409 ,46.8,普通服饰,服饰其它相关,鞋,2013/1/20,2017/5/9,保底与流水两者取高,0.1,4,46.8,409 
2014年2月,一层,暇步士,"97,349 ","12,013 ",12%,2134.8421 ,263 ,45.6,普通服饰,服饰其它相关,鞋,2013/1/20,2017/5/9,保底与流水两者取高,0.1,4,45.6,263 
2014年2月,一层,Stradivarius,"209,988 ",0 ,0%,494.3224 ,0 ,424.8,快时尚,快时尚其它,快时尚,2013/6/17,2029/6/16,纯扣,0,15,424.8,0 
2014年2月,一层,Mo&Co 摩安珂,"176,672 ","39,575 ",22%,925.9541 ,207 ,190.8,普通服饰,女装,女装,2013/3/10,2016/5/9,纯扣,0.17,3,190.8,207 
2014年2月,一层,Lenscrafters 亮视点,"70,514 ","49,797 ",71%,707.9759 ,500 ,99.6,其它,其它的其它,眼镜,2013/1/16,2016/5/9,保底与流水两者取高,0.16,3,99.6,500 
2014年2月,一层,egg,"109,110 ","28,838 ",26%,1021.6292 ,270 ,106.8,其它,其它的其它,眼镜,2013/3/14,2016/5/9,保底与流水两者取高,0.16,3,106.8,270 
2014年2月,一层,City Chain 时间廊,"282,816 ","39,509 ",14%,2534.1935 ,354 ,111.6,珠宝,钟表,钟表,2013/3/14,2016/5/9,保底与流水两者取高,0.12,3,111.6,354 
2014年2月,一层,Amass 阿玛施,"186,420 ","54,267 ",29%,584.0226 ,170 ,319.2,普通服饰,女装,女装,2013/4/10,2016/5/9,保底与流水两者取高,0.06,3,319.2,170 
2014年2月,一层,Springfield,"225,755 ","89,512 ",40%,504.3673 ,200 ,447.6,普通服饰,综合服饰,综合服饰,2013/1/28,2019/5/9,保底与流水两者取高,0.12,6,447.6,200 
2014年2月,一层,Casio 卡西欧,"124,163 ","5,997 ",5%,8622.4583 ,416 ,14.4,珠宝,钟表,钟表,2013/7/26,2014/7/25,纯保底,0,0,14.4,416 
2014年2月,一层,ZARA,"2,200,614 ",0 ,0%,884.6334 ,0 ,2487.6,快时尚,ZARA,快时尚,2013/6/17,2029/6/16,纯扣,0,15,2487.6,0 
2014年3月,一层,迪卡侬,"5,815,139 ",0 ,0%,1628.8904 ,0 ,3570,普通服饰,服饰其它相关,生活特性店,2013/4/1,2043/3/31,纯保底,0,29,3570,0 
2014年3月,一层,Jack&Jones 杰克琼斯,"298,712 ","56,098 ",19%,798.6092 ,150 ,374.04,普通服饰,男装,男装,2013/4/20,2018/7/18,保底(含物管费)与流水两者取高,0.12,5,374.04,150 
2014年3月,一层,Vero Moda,"196,436 ","54,000 ",27%,545.6550 ,150 ,360,普通服饰,女装,女装,2013/4/20,2018/7/18,保底(含物管费)与流水两者取高,0.12,5,360,150 
2014年3月,一层,Selected 思莱德,"181,411 ","56,256 ",31%,483.7632 ,150 ,375,普通服饰,男装,男装,2013/4/20,2018/7/18,保底(含物管费)与流水两者取高,0.12,5,375,150 
2014年3月,一层,Only,"265,232 ","54,505 ",21%,729.9439 ,150 ,363.36,普通服饰,女装,女装,2013/4/20,2018/7/18,保底(含物管费)与流水两者取高,0.12,5,363.36,150 
2014年3月,一层,Mothercare,"776,414 ","83,542 ",11%,1115.5369 ,120 ,696,儿童,儿童零售,母婴用品,2012/12/3,2018/5/9,保底(含物管费)与流水两者取高,0.1,5,696,120 
2014年3月,一层,Ochirly 欧时力,"521,640 ","168,281 ",32%,774.8663 ,250 ,673.2,普通服饰,女装,女装,2012/12/15,2018/5/9,保底与流水两者取高,0.15,5,673.2,250 
2014年3月,一层,LEE,"183,809 ","39,905 ",22%,1151.6842 ,250 ,159.6,普通服饰,综合服饰,中性服装/休闲服饰,2013/3/6,2017/5/9,保底与流水两者取高,0.13,4,159.6,250 
2014年3月,一层,Less,"84,532 ","46,797 ",55%,451.5577 ,250 ,187.2,普通服饰,女装,女装,2013/1/14,2016/5/9,保底与流水两者取高,0.18,3,187.2,250 
2014年3月,一层,Belvio,"189,691 ","22,516 ",12%,2679.2475 ,318 ,70.8,普通服饰,服饰其它相关,鞋,2013/7/18,2015/8/6,保底与流水两者取高,0.1,2,70.8,318 
2014年3月,一层,J.Linderberg,"127,572 ","35,886 ",28%,924.4353 ,260 ,138,普通服饰,综合服饰,综合服饰,2013/3/1,2016/5/9,保底与流水两者取高,0.13,3,138,260 
2014年3月,一层,CK Underwear,"90,826 ","12,961 ",14%,1401.6389 ,200 ,64.8,普通服饰,综合服饰,内衣裤/保暖内衣,2013/3/20,2018/5/9,保底与流水两者取高,0.06,5,64.8,200 
2014年3月,一层,CK jeans,"360,104 ","42,492 ",12%,1695.4068 ,200 ,212.4,普通服饰,综合服饰,综合服饰,2013/3/20,2018/5/9,保底与流水两者取高,0,5,212.4,200 
2014年3月,一层,Tommy Hilfiger,"461,959 ","46,196 ",10%,2467.7295 ,247 ,187.2,普通服饰,综合服饰,综合服饰,2013/2/18,2016/5/9,纯扣,0.1,3,187.2,247 
2014年3月,一层,MUJI 无印良品,"1,520,399 ","121,632 ",8%,1612.7790 ,129 ,942.72,快时尚,MUJI 无印良品,快时尚,2013/1/20,2018/5/9,纯扣,0.08,5,942.72,129 
2014年3月,一层,T-world,"63,028 ",0 ,0%,456.7217 ,0 ,138,电器,电器/家用电器/IT器材,电器/家用电器/IT器材,2014/3/10,2017/4/9,保底与流水两者取高,0.3,3,138,0 
2014年3月,一层,Starbucks 星巴克（01-38）,"915,561 ","73,245 ",8%,3499.8520 ,280 ,261.6,餐饮,轻餐,咖啡店/面包店/冰激凌,2013/1/14,2023/5/13,保底与流水两者取高,0.08,10,261.6,280 
2014年3月,一层,Massimo Dutti,"476,507 ",0 ,0%,778.6056 ,0 ,612,快时尚,快时尚其它,快时尚,2013/6/17,2029/6/16,纯扣,0,15,612,0 
2014年3月,一层,ZARA Home,"310,343 ",0 ,0%,651.4331 ,0 ,476.4,快时尚,快时尚其它,快时尚,2013/6/17,2029/6/16,纯扣,0,15,476.4,0 
2014年3月,一层,Oysho,"524,138 ",0 ,0%,1835.2158 ,0 ,285.6,快时尚,快时尚其它,快时尚,2013/6/17,2029/6/16,纯扣,0,15,285.6,0 
2014年3月,一层,Uniqlo 优衣库,"2,199,343 ","200,800 ",9%,1769.0979 ,162 ,1243.2,快时尚,Uniqlo 优衣库,快时尚,2013/1/7,2023/8/30,纯扣,0.08,10,1243.2,162 
2014年3月,一层,Bershka,"708,270 ",0 ,0%,1022.9202 ,0 ,692.4,快时尚,快时尚其它,快时尚,2013/6/17,2029/6/16,纯扣,0,15,692.4,0 
2014年3月,一层,Dazzle 地素,"122,000 ","32,586 ",27%,1048.1134 ,280 ,116.4,普通服饰,女装,女装,2013/4/20,2016/5/19,保底与流水两者取高,0.11,3,116.4,280 
2014年3月,一层,STACCATO 思加图,"205,751 ","23,805 ",12%,3175.1667 ,367 ,64.8,普通服饰,服饰其它相关,鞋,2013/6/24,2015/7/13,保底与流水两者取高,0.1,2,64.8,367 
2014年3月,一层,Joy&Peace 真美诗,"121,717 ","18,647 ",15%,2158.0979 ,331 ,56.4,普通服饰,服饰其它相关,鞋,2013/6/24,2015/7/13,纯扣,0.13,2,56.4,331 
2014年3月,一层,Pull&Bear,"485,005 ",0 ,0%,904.1844 ,0 ,536.4,快时尚,快时尚其它,快时尚,2013/6/17,2029/6/16,纯扣,0,15,536.4,0 
2014年3月,一层,Adidas Originals 三叶草,"390,871 ","56,754 ",15%,3290.1616 ,478 ,118.8,普通服饰,运动服饰,运动服饰/运动配饰,2013/2/27,2015/5/9,保底与流水两者取高,0.13,2,118.8,478 
2014年3月,一层,Clarks 其乐,"194,145 ","21,764 ",11%,4148.3923 ,465 ,46.8,普通服饰,服饰其它相关,鞋,2013/1/20,2017/5/9,保底与流水两者取高,0.1,4,46.8,465 
2014年3月,一层,暇步士,"123,199 ","14,599 ",12%,2701.7342 ,320 ,45.6,普通服饰,服饰其它相关,鞋,2013/1/20,2017/5/9,保底与流水两者取高,0.1,4,45.6,320 
2014年3月,一层,Stradivarius,"197,569 ",0 ,0%,465.0861 ,0 ,424.8,快时尚,快时尚其它,快时尚,2013/6/17,2029/6/16,纯扣,0,15,424.8,0 
2014年3月,一层,Mo&Co 摩安珂,"126,018 ","30,963 ",25%,660.4717 ,162 ,190.8,普通服饰,女装,女装,2013/3/10,2016/5/9,纯扣,0.17,3,190.8,162 
2014年3月,一层,Lenscrafters 亮视点,"99,882 ","49,801 ",50%,1002.8313 ,500 ,99.6,其它,其它的其它,眼镜,2013/1/16,2016/5/9,保底与流水两者取高,0.16,3,99.6,500 
2014年3月,一层,egg,"117,733 ","28,833 ",24%,1102.3708 ,270 ,106.8,其它,其它的其它,眼镜,2013/3/14,2016/5/9,保底与流水两者取高,0.16,3,106.8,270 
2014年3月,一层,City Chain 时间廊,"175,696 ","30,132 ",17%,1574.3333 ,270 ,111.6,珠宝,钟表,钟表,2013/3/14,2016/5/9,保底与流水两者取高,0.12,3,111.6,270 
2014年3月,一层,Amass 阿玛施,"245,850 ","54,259 ",22%,770.2068 ,170 ,319.2,普通服饰,女装,女装,2013/4/10,2016/5/9,保底与流水两者取高,0.06,3,319.2,170 
2014年3月,一层,Springfield,"266,250 ","89,513 ",34%,594.8391 ,200 ,447.6,普通服饰,综合服饰,综合服饰,2013/1/28,2019/5/9,保底与流水两者取高,0.12,6,447.6,200 
2014年3月,一层,Casio 卡西欧,"98,417 ","6,003 ",6%,6834.5000 ,417 ,14.4,珠宝,钟表,钟表,2013/7/26,2014/7/25,纯保底,0,0,14.4,417 
2014年3月,一层,ZARA,"3,039,785 ",0 ,0%,1221.9749 ,0 ,2487.6,快时尚,ZARA,快时尚,2013/6/17,2029/6/16,纯扣,0,15,2487.6,0 
2014年4月,一层,迪卡侬,"6,180,510 ","110,631 ",2%,1731.2353 ,31 ,3570,普通服饰,服饰其它相关,生活特性店,2013/4/1,2043/3/31,纯保底,0,29,3570,31 
2014年4月,一层,Jack&Jones 杰克琼斯,"318,454 ","56,112 ",18%,851.3892 ,150 ,374.04,普通服饰,男装,男装,2013/4/20,2018/7/18,保底(含物管费)与流水两者取高,0.12,5,374.04,150 
2014年4月,一层,Vero Moda,"168,004 ","53,996 ",32%,466.6767 ,150 ,360,普通服饰,女装,女装,2013/4/20,2018/7/18,保底(含物管费)与流水两者取高,0.12,5,360,150 
2014年4月,一层,Selected 思莱德,"164,818 ","56,252 ",34%,439.5136 ,150 ,375,普通服饰,男装,男装,2013/4/20,2018/7/18,保底(含物管费)与流水两者取高,0.12,5,375,150 
2014年4月,一层,Only,"318,721 ","54,501 ",17%,877.1499 ,150 ,363.36,普通服饰,女装,女装,2013/4/20,2018/7/18,保底(含物管费)与流水两者取高,0.12,5,363.36,150 
2014年4月,一层,Mothercare,"818,003 ","83,518 ",10%,1175.2914 ,120 ,696,儿童,儿童零售,母婴用品,2012/12/3,2018/5/9,保底(含物管费)与流水两者取高,0.1,5,696,120 
2014年4月,一层,Ochirly 欧时力,"436,681 ","168,297 ",39%,648.6649 ,250 ,673.2,普通服饰,女装,女装,2012/12/15,2018/5/9,保底与流水两者取高,0.15,5,673.2,250 
2014年4月,一层,LEE,"204,358 ","39,891 ",20%,1280.4361 ,250 ,159.6,普通服饰,综合服饰,中性服装/休闲服饰,2013/3/6,2017/5/9,保底与流水两者取高,0.13,4,159.6,250 
2014年4月,一层,Less,"65,950 ","46,798 ",71%,352.2949 ,250 ,187.2,普通服饰,女装,女装,2013/1/14,2016/5/9,保底与流水两者取高,0.18,3,187.2,250 
2014年4月,一层,Belvio,"121,513 ","19,819 ",16%,1716.2847 ,280 ,70.8,普通服饰,服饰其它相关,鞋,2013/7/18,2015/8/6,保底与流水两者取高,0.1,2,70.8,280 
