月份,层数,商铺名称,销售额,总租金,租售比,销售坪效,平均租金,商铺面积,一级业态,二级业态,三级业态,合同起始日期,合同结束日期,扣点方式,扣率,合同期限,商铺面积,平均租金
2015年1月,三层,Skull Candy,"60,254 ","15,877 ",26%,1024.7347 ,270 ,58.8,电器,音像视觉设备/照相器材,音像视觉设备/照相器材,2013/1/5,2015/5/9,保底与流水两者取高,0.13,2,58.8,270 
2015年1月,三层,木棉堂,"256,183 ","59,204 ",23%,497.6364 ,115 ,514.8,餐饮,正餐,餐馆/饭店,2013/1/11,2018/5/9,保底与流水两者取高,0.09,5,514.8,115 
2015年1月,三层,新华书店,"337,642 ","42,239 ",13%,1278.9468 ,160 ,264,其它,其它的其它,书店/漫画/杂志,2013/4/19,2016/5/18,保底(含物管费)与流水两者取高,0.1,3,264,160 
2015年1月,三层,Storchenmuehle,"54,715 ","12,240 ",22%,1341.0588 ,300 ,40.8,其它,家居,家居家饰/日杂,2013/1/21,2015/5/9,保底与流水两者取高,0.14,2,40.8,300 
2015年1月,三层,New Balance 新百伦,"842,180 ","109,483 ",13%,5160.4137 ,671 ,163.2,普通服饰,运动服饰,运动服饰/运动配饰,2013/3/10,2016/5/9,保底(含物管费)与流水两者取高,0.13,3,163.2,671 
2015年1月,三层,避风塘,"1,134,974 ","85,123 ",8%,1399.1297 ,105 ,811.2,餐饮,正餐,餐馆/饭店,2012/11/27,2021/5/9,保底(含物管费)与流水两者取高,0.07,8,811.2,105 
2015年1月,三层,Subway 赛百味,"155,939 ","20,880 ",13%,2095.9516 ,281 ,74.4,餐饮,正餐,快餐,2013/2/7,2018/5/9,保底与流水两者取高,0.11,5,74.4,281 
2015年1月,三层,靡尔,"116,839 ","18,215 ",16%,3140.8387 ,490 ,37.2,餐饮,轻餐,咖啡店/面包店/冰激凌,2013/12/1,2015/12/20,保底与流水两者取高,0.14,2,37.2,490 
2015年1月,三层,中影影院,"3,211,362 ","381,308 ",12%,719.7782 ,85 ,4461.6,休闲娱乐,电影院,电影院,2012/8/29,2033/5/9,保底与流水两者取高,0.12,20,4461.6,85 
2015年1月,三层,KFC Select 肯德基精选,"407,340 ","32,587 ",8%,2256.5313 ,181 ,180.516,餐饮,正餐,快餐,2013/3/4,2028/6/13,保底与流水两者取高,0.08,15,180.516,181 
2015年1月,三层,The Little Gym,"357,871 ","61,733 ",17%,1072.7554 ,185 ,333.6,休闲娱乐,休闲娱乐其它,保龄球馆,2012/12/18,2018/5/9,纯保底,0,5,333.6,185 
2015年1月,三层,雅戈尔,"569,484 ","100,001 ",18%,3206.5541 ,563 ,177.6,普通服饰,男装,男装,2013/1/25,2016/5/9,保底与流水两者取高,0.16,3,177.6,563 
2015年1月,三层,Eurolook,"140,525 ","52,795 ",38%,665.3636 ,250 ,211.2,普通服饰,女装,女装,2013/3/13,2016/5/9,保底与流水两者取高,0.17,3,211.2,250 
2015年1月,三层,Nike 耐克,"233,851 ","43,426 ",19%,1948.7600 ,362 ,120,普通服饰,运动服饰,运动服饰/运动配饰,2014/12/16,2016/12/15,保底与流水两者取高,0.16,1,120,362 
2015年1月,三层,I Love Choc,"93,864 ","17,468 ",19%,1396.7804 ,260 ,67.2,普通服饰,综合服饰,中性服装/休闲服饰,2013/2/25,2015/5/9,保底与流水两者取高,0.15,2,67.2,260 
2015年1月,三层,Pureland,"61,894 ","19,150 ",31%,921.0357 ,285 ,67.2,其它,其它的其它,其它,2013/1/9,2015/5/9,保底与流水两者取高,0.15,2,67.2,285 
2015年1月,三层,Skechers 斯凯奇,"188,262 ","39,422 ",21%,1012.1613 ,212 ,186,普通服饰,综合服饰,中性服装/休闲服饰,2013/6/20,2015/7/19,保底与流水两者取高,0.16,2,186,212 
2015年1月,三层,Mini Peace 太平鸟童装,"385,686 ","61,517 ",16%,5268.9344 ,840 ,73.2,儿童,儿童零售,童装/童鞋,2013/1/21,2015/5/9,保底与流水两者取高,0.15,2,73.2,840 
2015年1月,三层,Les Enphants 丽婴房,"245,901 ","43,549 ",18%,2927.3886 ,518 ,84,儿童,儿童零售,母婴用品,2013/2/21,2015/5/9,保底与流水两者取高,0.16,2,84,518 
2015年1月,三层,WATER FLOWER 水中花,"82,356 ","24,567 ",30%,771.1236 ,230 ,106.8,普通服饰,综合服饰,内衣裤/保暖内衣,2013/1/2,2015/5/9,保底与流水两者取高,0.15,2,106.8,230 
2015年1月,三层,新世家族,"38,365 ","11,866 ",31%,743.5116 ,230 ,51.6,普通服饰,综合服饰,内衣裤/保暖内衣,2013/1/2,2015/5/9,保底与流水两者取高,0.15,2,51.6,230 
2015年1月,三层,Embry Form 安莉芳,"37,301 ","14,353 ",38%,597.7692 ,230 ,62.4,普通服饰,综合服饰,内衣裤/保暖内衣,2013/1/2,2015/5/9,保底与流水两者取高,0.15,2,62.4,230 
2015年1月,三层,JOJO童装,"156,280 ","28,005 ",18%,1713.5921 ,307 ,91.2,儿童,儿童零售,童装/童鞋,2013/1/10,2015/5/9,保底与流水两者取高,0.15,2,91.2,307 
2015年1月,三层,M·latin 马拉丁,"288,956 ","53,486 ",19%,1424.8343 ,264 ,202.8,儿童,儿童零售,童装/童鞋,2013/1/7,2016/5/9,保底与流水两者取高,0.15,3,202.8,264 
2015年1月,三层,jnby by JNBY,"362,488 ","74,310 ",21%,2000.4834 ,410 ,181.2,儿童,儿童零售,童装/童鞋,2013/1/11,2016/5/9,保底与流水两者取高,0.18,3,181.2,410 
2015年1月,三层,大光明眼镜,"168,064 ","48,604 ",29%,864.5247 ,250 ,194.4,其它,其它的其它,眼镜,2013/3/15,2016/5/9,保底与流水两者取高,0.18,3,194.4,250 
2015年1月,三层,O-Land,"218,584 ","67,717 ",31%,166.8070 ,52 ,1310.4,儿童,儿童娱乐,儿童主题乐园,2012/11/28,2025/5/26,纯扣,0.13,12,1310.4,52 
2015年1月,三层,康贝,"61,968 ","33,382 ",54%,482.6168 ,260 ,128.4,儿童,儿童零售,童装/童鞋,2013/2/21,2016/5/9,保底与流水两者取高,0.2,3,128.4,260 
2015年1月,三层,悠游堂,"280,240 ","111,872 ",40%,395.8186 ,158 ,708,儿童,儿童娱乐,儿童主题乐园,2013/4/13,2018/5/27,保底与流水两者取高,0.21,5,708,158 
2015年1月,三层,娇莉芙,"205,538 ","58,969 ",29%,365.9872 ,105 ,561.6,美容,美容/美发/美甲,美容/美发/美甲,2012/11/30,2018/5/9,保底与流水两者取高,0.1,5,561.6,105 
2015年1月,三层,木马王国,"1,135,693 ","186,822 ",16%,577.4320 ,95 ,1966.8,儿童,儿童娱乐,儿童主题乐园,2013/1/14,2022/5/13,保底(含物管费)与流水两者取高,0.1,9,1966.8,95 
2015年1月,三层,泰兰尼斯,"48,729 ","8,396 ",17%,2707.1933 ,466 ,18,儿童,儿童零售,童装/童鞋,2014/3/29,2015/3/28,保底与流水两者取高,0.16,0,18,466 
2015年1月,三层,Zippo,"59,609 ","7,755 ",13%,4139.4917 ,539 ,14.4,其它,其它的其它,个人嗜好/收藏品,2013/11/9,2015/11/8,保底与流水两者取高,0.12,1,14.4,539 
2015年1月,三层,New Balance Kids,"117,492 ","17,048 ",15%,8159.1667 ,"1,184 ",14.4,儿童,儿童零售,童装/童鞋,2013/7/31,2015/7/30,保底与流水两者取高,0.14,1,14.4,"1,184 "
2015年1月,三层,Carrera 卡雷拉,"72,706 ","9,597 ",13%,2524.5000 ,333 ,28.8,儿童,儿童零售,儿童玩具,2014/5/28,2015/5/27,保底与流水两者取高,0.1,0,28.8,333 
2015年1月,三层,2平米,"28,836 ","7,200 ",25%,1602.0000 ,400 ,18,其它,家居,家具/厨房/卫浴/灯,2014/7/5,2015/7/4,保底与流水两者取高,0.18,0,18,400 
2015年1月,三层,咔卟咔卟,"41,460 ","6,600 ",16%,2879.1417 ,458 ,14.4,餐饮,轻餐,小吃/冷饮/果汁吧,2014/8/13,2015/8/12,保底与流水两者取高,0.14,0,14.4,458 
2015年1月,三层,Dr. Kong 江博士,"126,505 ","20,835 ",16%,7530.0786 ,"1,240 ",16.8,儿童,儿童零售,童装/童鞋,2014/4/18,2015/4/17,保底与流水两者取高,0.16,0,16.8,"1,240 "
2015年1月,三层,Cold Stone 酷圣石,"244,753 ","34,094 ",14%,5367.3947 ,748 ,45.6,餐饮,轻餐,咖啡店/面包店/冰激凌,2014/7/21,2019/7/13,保底与流水两者取高,0.13,4,45.6,748 
2015年1月,三层,维果部落(03-K11),"51,336 ","5,134 ",10%,21390.0000 ,"2,139 ",2.4,餐饮,轻餐,小吃/冷饮/果汁吧,2014/3/14,2015/3/13,保底(含物管费)与流水两者取高,0.1,0,2.4,"2,139 "
2015年1月,三层,维果部落(03-K12),"64,572 ","6,457 ",10%,26905.0000 ,"2,691 ",2.4,餐饮,轻餐,小吃/冷饮/果汁吧,2014/3/14,2015/3/13,保底(含物管费)与流水两者取高,0.1,0,2.4,"2,691 "
2015年1月,三层,爱茜茜里(冰车),"21,883 ","4,101 ",19%,9118.0000 ,"1,709 ",2.4,餐饮,轻餐,咖啡店/面包店/冰激凌,2014/5/31,2015/5/31,保底与流水两者取高,0.16,1,2.4,"1,709 "
2015年2月,三层,银乐迪,"1,105,798 ","182,346 ",16%,484.9989 ,80 ,2280,休闲娱乐,KTV,KTV,2013/1/8,2023/5/9,纯保底,0,10,2280,80 
2015年2月,三层,Caffe Bene 咖啡陪你,"161,153 ","19,016 ",12%,1398.8958 ,165 ,115.2,餐饮,轻餐,咖啡店/面包店/冰激凌,2013/3/25,2018/4/23,保底与流水两者取高,0.09,5,115.2,165 
2015年2月,三层,青花瓷,"565,398 ","65,982 ",12%,942.3300 ,110 ,600,餐饮,正餐,餐馆/饭店,2012/12/24,2021/5/9,保底(含物管费)与流水两者取高,0.08,8,600,110 
2015年2月,三层,菲滋比萨,"676,040 ","68,077 ",10%,1448.2442 ,146 ,466.8,餐饮,正餐,快餐,2012/12/14,2021/5/9,保底与流水两者取高,0.08,8,466.8,146 
2015年2月,三层,Grandma's Home 外婆家,"2,641,908 ","111,224 ",4%,2139.5432 ,90 ,1234.8,餐饮,正餐,餐馆/饭店,2012/11/28,2023/5/9,纯保底,0,10,1234.8,90 
2015年2月,三层,山葵家,"620,974 ","58,992 ",10%,3804.9853 ,361 ,163.2,餐饮,正餐,餐馆/饭店,2014/1/1,2017/12/31,保底(含物管费)与流水两者取高,0.1,3,163.2,361 
2015年2月,三层,Mentor Salon 曼都沙龙,"373,786 ","29,006 ",8%,2062.8344 ,160 ,181.2,美容,美容/美发/美甲,美容/美发/美甲,2013/1/11,2018/5/9,纯保底,0,5,181.2,160 
2015年2月,三层,Balabala 巴拉巴拉,"538,214 ","86,706 ",16%,4485.1190 ,723 ,120,儿童,儿童零售,童装/童鞋,2013/1/11,2015/5/9,保底与流水两者取高,0.15,2,120,723 
2015年2月,三层,aimerfeel,"66,670 ","15,901 ",24%,1048.2642 ,250 ,63.6,普通服饰,综合服饰,内衣裤/保暖内衣,2012/12/24,2015/5/9,保底与流水两者取高,0.14,2,63.6,250 
2015年2月,三层,Jeep&Barbie,"46,276 ","15,734 ",34%,676.5439 ,230 ,68.4,儿童,儿童零售,童装/童鞋,2013/4/10,2015/5/9,保底与流水两者取高,0.15,2,68.4,230 
2015年2月,三层,孩之宝,"86,384 ","15,212 ",18%,1107.4923 ,195 ,78,儿童,儿童零售,儿童玩具,2013/4/20,2015/5/19,保底与流水两者取高,0,2,78,195 
2015年2月,三层,Han Lin BBQ 韩林炭烤,"474,344 ","108,340 ",23%,941.1595 ,215 ,504,餐饮,正餐,餐馆/饭店,2013/2/27,2019/5/9,保底与流水两者取高,0.1,6,504,215 
2015年2月,三层,云蝶,"255,541 ","46,304 ",18%,855.2249 ,155 ,298.8,餐饮,正餐,餐馆/饭店,2012/12/28,2018/5/9,保底与流水两者取高,0.1,5,298.8,155 
2015年2月,三层,粉壹仟,"203,183 ","36,898 ",18%,825.9463 ,150 ,246,餐饮,正餐,快餐,2012/12/6,2018/5/9,保底与流水两者取高,0.09,5,246,150 
2015年2月,三层,Skull Candy,"76,229 ","15,878 ",21%,1296.4082 ,270 ,58.8,电器,音像视觉设备/照相器材,音像视觉设备/照相器材,2013/1/5,2015/5/9,保底与流水两者取高,0.13,2,58.8,270 
2015年2月,三层,木棉堂,"207,443 ","59,204 ",29%,402.9580 ,115 ,514.8,餐饮,正餐,餐馆/饭店,2013/1/11,2018/5/9,保底与流水两者取高,0.09,5,514.8,115 
2015年2月,三层,新华书店,"419,916 ","42,244 ",10%,1590.5909 ,160 ,264,其它,其它的其它,书店/漫画/杂志,2013/4/19,2016/5/18,保底(含物管费)与流水两者取高,0.1,3,264,160 
2015年2月,三层,Storchenmuehle,"73,937 ","12,392 ",17%,1812.1765 ,304 ,40.8,其它,家居,家居家饰/日杂,2013/1/21,2015/5/9,保底与流水两者取高,0.14,2,40.8,304 
2015年2月,三层,New Balance 新百伦,"1,462,441 ","190,117 ",13%,8961.0374 ,"1,165 ",163.2,普通服饰,运动服饰,运动服饰/运动配饰,2013/3/10,2016/5/9,保底(含物管费)与流水两者取高,0.13,3,163.2,"1,165 "
2015年2月,三层,避风塘,"1,285,116 ","89,958 ",7%,1584.2165 ,111 ,811.2,餐饮,正餐,餐馆/饭店,2012/11/27,2021/5/9,保底(含物管费)与流水两者取高,0.07,8,811.2,111 
2015年2月,三层,Subway 赛百味,"154,012 ","20,668 ",13%,2070.0484 ,278 ,74.4,餐饮,正餐,快餐,2013/2/7,2018/5/9,保底与流水两者取高,0.11,5,74.4,278 
2015年2月,三层,靡尔,"118,964 ","18,511 ",16%,3197.9677 ,498 ,37.2,餐饮,轻餐,咖啡店/面包店/冰激凌,2013/12/1,2015/12/20,保底与流水两者取高,0.14,2,37.2,498 
2015年2月,三层,中影影院,"3,460,807 ","407,503 ",12%,775.6875 ,91 ,4461.6,休闲娱乐,电影院,电影院,2012/8/29,2033/5/9,保底与流水两者取高,0.12,20,4461.6,91 
2015年2月,三层,KFC Select 肯德基精选,"407,340 ","27,077 ",7%,2256.5313 ,150 ,180.516,餐饮,正餐,快餐,2013/3/4,2028/6/13,保底与流水两者取高,0.08,15,180.516,150 
2015年2月,三层,The Little Gym,"66,372 ","61,713 ",93%,198.9568 ,185 ,333.6,休闲娱乐,休闲娱乐其它,保龄球馆,2012/12/18,2018/5/9,纯保底,0,5,333.6,185 
2015年2月,三层,雅戈尔,"773,923 ","132,728 ",17%,4357.6757 ,747 ,177.6,普通服饰,男装,男装,2013/1/25,2016/5/9,保底与流水两者取高,0.16,3,177.6,747 
2015年2月,三层,Eurolook,"158,640 ","52,795 ",33%,751.1364 ,250 ,211.2,普通服饰,女装,女装,2013/3/13,2016/5/9,保底与流水两者取高,0.17,3,211.2,250 
2015年2月,三层,Nike 耐克,"560,754 ","95,721 ",17%,4672.9500 ,798 ,120,普通服饰,运动服饰,运动服饰/运动配饰,2014/12/16,2016/12/15,保底与流水两者取高,0.16,1,120,798 
2015年2月,三层,I Love Choc,"97,295 ","17,951 ",18%,1447.8429 ,267 ,67.2,普通服饰,综合服饰,中性服装/休闲服饰,2013/2/25,2015/5/9,保底与流水两者取高,0.15,2,67.2,267 
2015年2月,三层,Pureland,"32,158 ","19,153 ",60%,478.5375 ,285 ,67.2,其它,其它的其它,其它,2013/1/9,2015/5/9,保底与流水两者取高,0.15,2,67.2,285 
2015年2月,三层,Skechers 斯凯奇,"384,352 ","70,798 ",18%,2066.4065 ,381 ,186,普通服饰,综合服饰,中性服装/休闲服饰,2013/6/20,2015/7/19,保底与流水两者取高,0.16,2,186,381 
2015年2月,三层,Mini Peace 太平鸟童装,"467,902 ","73,835 ",16%,6392.0984 ,"1,009 ",73.2,儿童,儿童零售,童装/童鞋,2013/1/21,2015/5/9,保底与流水两者取高,0.15,2,73.2,"1,009 "
2015年2月,三层,Les Enphants 丽婴房,"306,434 ","53,228 ",17%,3648.0243 ,634 ,84,儿童,儿童零售,母婴用品,2013/2/21,2015/5/9,保底与流水两者取高,0.16,2,84,634 
2015年2月,三层,WATER FLOWER 水中花,"86,371 ","24,564 ",28%,808.7191 ,230 ,106.8,普通服饰,综合服饰,内衣裤/保暖内衣,2013/1/2,2015/5/9,保底与流水两者取高,0.15,2,106.8,230 
2015年2月,三层,新世家族,"54,486 ","11,867 ",22%,1055.9302 ,230 ,51.6,普通服饰,综合服饰,内衣裤/保暖内衣,2013/1/2,2015/5/9,保底与流水两者取高,0.15,2,51.6,230 
2015年2月,三层,Embry Form 安莉芳,"51,600 ","14,350 ",28%,826.9231 ,230 ,62.4,普通服饰,综合服饰,内衣裤/保暖内衣,2013/1/2,2015/5/9,保底与流水两者取高,0.15,2,62.4,230 
2015年2月,三层,JOJO童装,"175,804 ","30,924 ",18%,1927.6711 ,339 ,91.2,儿童,儿童零售,童装/童鞋,2013/1/10,2015/5/9,保底与流水两者取高,0.15,2,91.2,339 
2015年2月,三层,M·latin 马拉丁,"245,076 ","46,908 ",19%,1208.4615 ,231 ,202.8,儿童,儿童零售,童装/童鞋,2013/1/7,2016/5/9,保底与流水两者取高,0.15,3,202.8,231 
2015年2月,三层,jnby by JNBY,"389,600 ","79,206 ",20%,2150.1126 ,437 ,181.2,儿童,儿童零售,童装/童鞋,2013/1/11,2016/5/9,保底与流水两者取高,0.18,3,181.2,437 
2015年2月,三层,大光明眼镜,"192,203 ","48,608 ",25%,988.6975 ,250 ,194.4,其它,其它的其它,眼镜,2013/3/15,2016/5/9,保底与流水两者取高,0.18,3,194.4,250 
2015年2月,三层,O-Land,"158,400 ","59,907 ",38%,120.8794 ,46 ,1310.4,儿童,儿童娱乐,儿童主题乐园,2012/11/28,2025/5/26,纯扣,0.13,12,1310.4,46 
2015年2月,三层,康贝,"102,292 ","33,388 ",33%,796.6636 ,260 ,128.4,儿童,儿童零售,童装/童鞋,2013/2/21,2016/5/9,保底与流水两者取高,0.2,3,128.4,260 
2015年2月,三层,悠游堂,"215,956 ","111,865 ",52%,305.0220 ,158 ,708,儿童,儿童娱乐,儿童主题乐园,2013/4/13,2018/5/27,保底与流水两者取高,0.21,5,708,158 
2015年2月,三层,娇莉芙,"128,412 ","58,967 ",46%,228.6538 ,105 ,561.6,美容,美容/美发/美甲,美容/美发/美甲,2012/11/30,2018/5/9,保底与流水两者取高,0.1,5,561.6,105 
2015年2月,三层,木马王国,"1,562,590 ","186,886 ",12%,794.4832 ,95 ,1966.8,儿童,儿童娱乐,儿童主题乐园,2013/1/14,2022/5/13,保底(含物管费)与流水两者取高,0.1,9,1966.8,95 
2015年2月,三层,泰兰尼斯,"89,250 ","14,878 ",17%,4958.3267 ,827 ,18,儿童,儿童零售,童装/童鞋,2014/3/29,2015/3/28,保底与流水两者取高,0.16,0,18,827 
2015年2月,三层,Zippo,"99,463 ","12,532 ",13%,6907.1583 ,870 ,14.4,其它,其它的其它,个人嗜好/收藏品,2013/11/9,2015/11/8,保底与流水两者取高,0.12,1,14.4,870 
2015年2月,三层,New Balance Kids,"211,813 ","30,247 ",14%,14709.2500 ,"2,100 ",14.4,儿童,儿童零售,童装/童鞋,2013/7/31,2015/7/30,保底与流水两者取高,0.14,1,14.4,"2,100 "
2015年2月,三层,Carrera 卡雷拉,"91,122 ","10,315 ",11%,3163.9583 ,358 ,28.8,儿童,儿童零售,儿童玩具,2014/5/28,2015/5/27,保底与流水两者取高,0.1,0,28.8,358 
2015年2月,三层,2平米,"22,133 ","7,200 ",33%,1229.6000 ,400 ,18,其它,家居,家具/厨房/卫浴/灯,2014/7/5,2015/7/4,保底与流水两者取高,0.18,0,18,400 
2015年2月,三层,咔卟咔卟,"36,598 ","6,599 ",18%,2541.5000 ,458 ,14.4,餐饮,轻餐,小吃/冷饮/果汁吧,2014/8/13,2015/8/12,保底与流水两者取高,0.14,0,14.4,458 
2015年2月,三层,Dr. Kong 江博士,"206,581 ","33,652 ",16%,12296.5143 ,"2,003 ",16.8,儿童,儿童零售,童装/童鞋,2014/4/18,2015/4/17,保底与流水两者取高,0.16,0,16.8,"2,003 "
2015年2月,三层,Cold Stone 酷圣石,"340,874 ","46,598 ",14%,7475.3158 ,"1,022 ",45.6,餐饮,轻餐,咖啡店/面包店/冰激凌,2014/7/21,2019/7/13,保底与流水两者取高,0.13,4,45.6,"1,022 "
2015年2月,三层,维果部落(03-K11),"39,984 ","3,998 ",10%,16660.0000 ,"1,666 ",2.4,餐饮,轻餐,小吃/冷饮/果汁吧,2014/3/14,2015/3/13,保底(含物管费)与流水两者取高,0.1,0,2.4,"1,666 "
2015年2月,三层,维果部落(03-K12),"56,364 ","5,636 ",10%,23485.0000 ,"2,349 ",2.4,餐饮,轻餐,小吃/冷饮/果汁吧,2014/3/14,2015/3/13,保底(含物管费)与流水两者取高,0.1,0,2.4,"2,349 "
2015年2月,三层,爱茜茜里(冰车),"45,002 ","7,799 ",17%,18751.0000 ,"3,250 ",2.4,餐饮,轻餐,咖啡店/面包店/冰激凌,2014/5/31,2015/5/31,保底与流水两者取高,0.16,1,2.4,"3,250 "
2015年3月,三层,银乐迪,"1,166,843 ","182,378 ",16%,511.7732 ,80 ,2280,休闲娱乐,KTV,KTV,2013/1/8,2023/5/9,纯保底,0,10,2280,80 
2015年3月,三层,Caffe Bene 咖啡陪你,"159,019 ","19,003 ",12%,1380.3750 ,165 ,115.2,餐饮,轻餐,咖啡店/面包店/冰激凌,2013/3/25,2018/4/23,保底与流水两者取高,0.09,5,115.2,165 
2015年3月,三层,青花瓷,"667,456 ","66,011 ",10%,1112.4260 ,110 ,600,餐饮,正餐,餐馆/饭店,2012/12/24,2021/5/9,保底(含物管费)与流水两者取高,0.08,8,600,110 
2015年3月,三层,菲滋比萨,"784,186 ","76,772 ",10%,1679.9177 ,164 ,466.8,餐饮,正餐,快餐,2012/12/14,2021/5/9,保底与流水两者取高,0.08,8,466.8,164 
2015年3月,三层,Grandma's Home 外婆家,"2,701,882 ","111,047 ",4%,2188.1127 ,90 ,1234.8,餐饮,正餐,餐馆/饭店,2012/11/28,2023/5/9,纯保底,0,10,1234.8,90 
2015年3月,三层,山葵家,"748,602 ","71,117 ",10%,4587.0221 ,436 ,163.2,餐饮,正餐,餐馆/饭店,2014/1/1,2017/12/31,保底(含物管费)与流水两者取高,0.1,3,163.2,436 
2015年3月,三层,Mentor Salon 曼都沙龙,"236,316 ","28,996 ",12%,1304.1722 ,160 ,181.2,美容,美容/美发/美甲,美容/美发/美甲,2013/1/11,2018/5/9,纯保底,0,5,181.2,160 
2015年3月,三层,Balabala 巴拉巴拉,"209,160 ","37,377 ",18%,1742.9970 ,311 ,120,儿童,儿童零售,童装/童鞋,2013/1/11,2015/5/9,保底与流水两者取高,0.15,2,120,311 
2015年3月,三层,aimerfeel,"67,813 ","15,902 ",23%,1066.2453 ,250 ,63.6,普通服饰,综合服饰,内衣裤/保暖内衣,2012/12/24,2015/5/9,保底与流水两者取高,0.14,2,63.6,250 
2015年3月,三层,Jeep&Barbie,"42,851 ","15,731 ",37%,626.4737 ,230 ,68.4,儿童,儿童零售,童装/童鞋,2013/4/10,2015/5/9,保底与流水两者取高,0.15,2,68.4,230 
2015年3月,三层,孩之宝,"51,830 ","15,212 ",29%,664.4923 ,195 ,78,儿童,儿童零售,儿童玩具,2013/4/20,2015/5/19,保底与流水两者取高,0,2,78,195 
2015年3月,三层,Han Lin BBQ 韩林炭烤,"606,160 ","108,381 ",18%,1202.6976 ,215 ,504,餐饮,正餐,餐馆/饭店,2013/2/27,2019/5/9,保底与流水两者取高,0.1,6,504,215 
2015年3月,三层,云蝶,"313,532 ","46,309 ",15%,1049.3052 ,155 ,298.8,餐饮,正餐,餐馆/饭店,2012/12/28,2018/5/9,保底与流水两者取高,0.1,5,298.8,155 
2015年3月,三层,粉壹仟,"264,815 ","36,889 ",14%,1076.4829 ,150 ,246,餐饮,正餐,快餐,2012/12/6,2018/5/9,保底与流水两者取高,0.09,5,246,150 
2015年3月,三层,Skull Candy,"85,742 ","15,879 ",19%,1458.2041 ,270 ,58.8,电器,音像视觉设备/照相器材,音像视觉设备/照相器材,2013/1/5,2015/5/9,保底与流水两者取高,0.13,2,58.8,270 
2015年3月,三层,木棉堂,"310,028 ","59,215 ",19%,602.2308 ,115 ,514.8,餐饮,正餐,餐馆/饭店,2013/1/11,2018/5/9,保底与流水两者取高,0.09,5,514.8,115 
2015年3月,三层,新华书店,"385,518 ","42,253 ",11%,1460.2950 ,160 ,264,其它,其它的其它,书店/漫画/杂志,2013/4/19,2016/5/18,保底(含物管费)与流水两者取高,0.1,3,264,160 
2015年3月,三层,Storchenmuehle,"61,270 ","12,242 ",20%,1501.7059 ,300 ,40.8,其它,家居,家居家饰/日杂,2013/1/21,2015/5/9,保底与流水两者取高,0.14,2,40.8,300 
2015年3月,三层,New Balance 新百伦,"855,940 ","111,272 ",13%,5244.7304 ,682 ,163.2,普通服饰,运动服饰,运动服饰/运动配饰,2013/3/10,2016/5/9,保底(含物管费)与流水两者取高,0.13,3,163.2,682 
2015年3月,三层,避风塘,"1,299,688 ","90,978 ",7%,1602.1798 ,112 ,811.2,餐饮,正餐,餐馆/饭店,2012/11/27,2021/5/9,保底(含物管费)与流水两者取高,0.07,8,811.2,112 
2015年3月,三层,Subway 赛百味,"183,598 ","23,923 ",13%,2467.7097 ,322 ,74.4,餐饮,正餐,快餐,2013/2/7,2018/5/9,保底与流水两者取高,0.11,5,74.4,322 
2015年3月,三层,靡尔,"83,456 ","13,545 ",16%,2243.4516 ,364 ,37.2,餐饮,轻餐,咖啡店/面包店/冰激凌,2013/12/1,2015/12/20,保底与流水两者取高,0.14,2,37.2,364 
2015年3月,三层,中影影院,"3,668,564 ","429,321 ",12%,822.2530 ,96 ,4461.6,休闲娱乐,电影院,电影院,2012/8/29,2033/5/9,保底与流水两者取高,0.12,20,4461.6,96 
2015年3月,三层,KFC Select 肯德基精选,"407,340 ","48,628 ",12%,2256.5313 ,269 ,180.516,餐饮,正餐,快餐,2013/3/4,2028/6/13,保底与流水两者取高,0.08,15,180.516,269 
2015年3月,三层,The Little Gym,"504,180 ","61,712 ",12%,1511.3309 ,185 ,333.6,休闲娱乐,休闲娱乐其它,保龄球馆,2012/12/18,2018/5/9,纯保底,0,5,333.6,185 
2015年3月,三层,雅戈尔,"262,734 ","50,918 ",19%,1479.3581 ,287 ,177.6,普通服饰,男装,男装,2013/1/25,2016/5/9,保底与流水两者取高,0.16,3,177.6,287 
2015年3月,三层,Eurolook,"94,510 ","52,803 ",56%,447.4886 ,250 ,211.2,普通服饰,女装,女装,2013/3/13,2016/5/9,保底与流水两者取高,0.17,3,211.2,250 
2015年3月,三层,Nike 耐克,"443,309 ","76,914 ",17%,3694.2400 ,641 ,120,普通服饰,运动服饰,运动服饰/运动配饰,2014/12/16,2016/12/15,保底与流水两者取高,0.16,1,120,641 
2015年3月,三层,I Love Choc,"71,107 ","17,471 ",25%,1058.1375 ,260 ,67.2,普通服饰,综合服饰,中性服装/休闲服饰,2013/2/25,2015/5/9,保底与流水两者取高,0.15,2,67.2,260 
2015年3月,三层,Pureland,"23,867 ","19,151 ",80%,355.1696 ,285 ,67.2,其它,其它的其它,其它,2013/1/9,2015/5/9,保底与流水两者取高,0.15,2,67.2,285 
2015年3月,三层,Skechers 斯凯奇,"404,286 ","73,984 ",18%,2173.5806 ,398 ,186,普通服饰,综合服饰,中性服装/休闲服饰,2013/6/20,2015/7/19,保底与流水两者取高,0.16,2,186,398 
2015年3月,三层,Mini Peace 太平鸟童装,"263,822 ","43,240 ",16%,3604.1311 ,591 ,73.2,儿童,儿童零售,童装/童鞋,2013/1/21,2015/5/9,保底与流水两者取高,0.15,2,73.2,591 
