读者ID,读者类型,性别,单位, 
1702AD140507,本科生,男,储运2017-5, 
1702AD140508,本科生,男,储运2017-5, 
1702AD140509,本科生,男,储运2017-5, 
1702AD140510,本科生,男,储运2017-5, 
1702AD140511,本科生,男,储运2017-5, 
1702AD140512,本科生,男,储运2017-5, 
1702AD140513,本科生,男,储运2017-5, 
1702AD140514,本科生,男,储运2017-5, 
1702AD140515,本科生,男,储运2017-5, 
1702AD140516,本科生,男,储运2017-5, 
1702AD140517,本科生,男,储运2017-5, 
1702AD140518,本科生,男,储运2017-5, 
1702AD140519,本科生,男,储运2017-5, 
1702AD140520,本科生,男,储运2017-5, 
1702AD140521,本科生,男,储运2017-5, 
1702AD140522,本科生,男,储运2017-5, 
1702AD140523,本科生,男,储运2017-5, 
1702AD140524,本科生,男,储运2017-5, 
1702AD140525,本科生,男,储运2017-5, 
1702AD140526,本科生,男,储运2017-5, 
1702AD140527,本科生,男,储运2017-5, 
1702AD140601,本科生,男,储运2017-6, 
1702AD140602,本科生,男,储运2017-6, 
1702AD140603,本科生,男,储运2017-6, 
1702AD140604,本科生,男,储运2017-6, 
1702AD140605,本科生,男,储运2017-6, 
1702AD140606,本科生,男,储运2017-6, 
1702AD140607,本科生,男,储运2017-6, 
1702AD140608,本科生,男,储运2017-6, 
1702AD140609,本科生,男,储运2017-6, 
1702AD140610,本科生,男,储运2017-6, 
1702AD140611,本科生,男,储运2017-6, 
1702AD140612,本科生,男,储运2017-6, 
1702AD140613,本科生,男,储运2017-6, 
1702AD140614,本科生,男,储运2017-6, 
1702AD140615,本科生,男,储运2017-6, 
1702AD140616,本科生,男,储运2017-6, 
1702AD140617,本科生,男,储运2017-6, 
1702AD140618,本科生,男,储运2017-6, 
1702AD140619,本科生,男,储运2017-6, 
1702AD140620,本科生,男,储运2017-6, 
1702AD140621,本科生,男,储运2017-6, 
1702AD140622,本科生,男,储运2017-6, 
1702AD140623,本科生,男,储运2017-6, 
1702AD140624,本科生,男,储运2017-6, 
1702AD140625,本科生,男,储运2017-6, 
1702AD140626,本科生,男,储运2017-6, 
1702AD140627,本科生,男,储运2017-6, 
1702AE140101,本科生,男,海油2017-1, 
1702AE140102,本科生,男,海油2017-1, 
1702AE140103,本科生,男,海油2017-1, 
1702AE140104,本科生,男,海油2017-1, 
1702AE140105,本科生,男,海油2017-1, 
1702AE140106,本科生,男,海油2017-1, 
1702AE140107,本科生,男,海油2017-1, 
1702AE140108,本科生,男,海油2017-1, 
1702AE140109,本科生,男,海油2017-1, 
1702AE140110,本科生,男,海油2017-1, 
1702AE140111,本科生,男,海油2017-1, 
1702AE140112,本科生,男,海油2017-1, 
1702AE140113,本科生,男,海油2017-1, 
1702AE140114,本科生,男,海油2017-1, 
1702AE140115,本科生,男,海油2017-1, 
1702AE140116,本科生,男,海油2017-1, 
1702AE140117,本科生,男,海油2017-1, 
1702AE140118,本科生,男,海油2017-1, 
1702AE140119,本科生,男,海油2017-1, 
1702AE140120,本科生,男,海油2017-1, 
1702AE140121,本科生,男,海油2017-1, 
1702AE140122,本科生,男,海油2017-1, 
1702AE140123,本科生,男,海油2017-1, 
1702AE140124,本科生,男,海油2017-1, 
1702AE140125,本科生,男,海油2017-1, 
1702AE140126,本科生,男,海油2017-1, 
1702AE140127,本科生,男,海油2017-1, 
1702AE140128,本科生,男,海油2017-1, 
1702AE140129,本科生,男,海油2017-1, 
1702AE140130,本科生,男,海油2017-1, 
1702AE140131,本科生,男,海油2017-1, 
1702AE140201,本科生,男,海油2017-2, 
1702AE140202,本科生,男,海油2017-2, 
1702AE140203,本科生,男,海油2017-2, 
1702AE140204,本科生,男,海油2017-2, 
1702AE140205,本科生,男,海油2017-2, 
1702AE140206,本科生,男,海油2017-2, 
1702AE140207,本科生,男,海油2017-2, 
1702AE140208,本科生,男,海油2017-2, 
1702AE140209,本科生,男,海油2017-2, 
1702AE140210,本科生,男,海油2017-2, 
1702AE140211,本科生,男,海油2017-2, 
1702AE140212,本科生,男,海油2017-2, 
1702AE140213,本科生,男,海油2017-2, 
1702AE140214,本科生,男,海油2017-2, 
1702AE140215,本科生,男,海油2017-2, 
1702AE140216,本科生,男,海油2017-2, 
1702AE140217,本科生,男,海油2017-2, 
1702AE140218,本科生,男,海油2017-2, 
1702AE140219,本科生,男,海油2017-2, 
1702AE140220,本科生,男,海油2017-2, 
1702AE140221,本科生,男,海油2017-2, 
1702AE140222,本科生,男,海油2017-2, 
1702AE140223,本科生,男,海油2017-2, 
1702AE140224,本科生,男,海油2017-2, 
1702AE140225,本科生,男,海油2017-2, 
1702AE140226,本科生,男,海油2017-2, 
1702AE140227,本科生,男,海油2017-2, 
1702AE140228,本科生,男,海油2017-2, 
1702AE140229,本科生,男,海油2017-2, 
1702AE140230,本科生,男,海油2017-2, 
1702AE140231,本科生,男,海油2017-2, 
1703AC140101,本科生,男,化2017-1, 
1703AC140102,本科生,男,化2017-1, 
1703AC140103,本科生,男,化2017-1, 
1703AC140104,本科生,男,化2017-1, 
1703AC140105,本科生,男,化2017-1, 
1703AC140106,本科生,男,化2017-1, 
1703AC140107,本科生,男,化2017-1, 
1703AC140108,本科生,男,化2017-1, 
1703AC140109,本科生,男,化2017-1, 
1703AC140110,本科生,男,化2017-1, 
1703AC140111,本科生,男,化2017-1, 
1703AC140112,本科生,男,化2017-1, 
1703AC140113,本科生,男,化2017-1, 
1703AC140114,本科生,男,化2017-1, 
1703AC140115,本科生,男,化2017-1, 
1703AC140116,本科生,男,化2017-1, 
1703AC140117,本科生,男,化2017-1, 
1703AC140118,本科生,男,化2017-1, 
1703AC140119,本科生,男,化2017-1, 
1703AC140120,本科生,男,化2017-1, 
1703AC140121,本科生,男,化2017-1, 
1703AC140122,本科生,男,化2017-1, 
1703AC140123,本科生,男,化2017-1, 
1703AC140124,本科生,男,化2017-1, 
1703AC140125,本科生,男,化2017-1, 
1703AC140126,本科生,男,化2017-1, 
1703AC140127,本科生,男,化2017-1, 
1703AC140128,本科生,男,化2017-1, 
1703AC140129,本科生,男,化2017-1, 
1703AC140130,本科生,男,化2017-1, 
1703AC140201,本科生,男,化2017-2, 
1703AC140202,本科生,男,化2017-2, 
1703AC140203,本科生,男,化2017-2, 
1703AC140204,本科生,男,化2017-2, 
1703AC140205,本科生,男,化2017-2, 
1703AC140206,本科生,男,化2017-2, 
1703AC140207,本科生,男,化2017-2, 
1703AC140208,本科生,男,化2017-2, 
1703AC140209,本科生,男,化2017-2, 
1703AC140210,本科生,男,化2017-2, 
1703AC140211,本科生,男,化2017-2, 
1703AC140212,本科生,男,化2017-2, 
1703AC140213,本科生,男,化2017-2, 
1703AC140214,本科生,男,化2017-2, 
1703AC140215,本科生,男,化2017-2, 
1703AC140216,本科生,男,化2017-2, 
1703AC140217,本科生,男,化2017-2, 
1703AC140218,本科生,男,化2017-2, 
1703AC140219,本科生,男,化2017-2, 
1703AC140220,本科生,男,化2017-2, 
1703AC140221,本科生,男,化2017-2, 
1703AC140222,本科生,男,化2017-2, 
1703AC140223,本科生,男,化2017-2, 
1703AC140224,本科生,男,化2017-2, 
1703AC140225,本科生,男,化2017-2, 
1703AC140226,本科生,男,化2017-2, 
1703AC140227,本科生,男,化2017-2, 
1703AC140228,本科生,男,化2017-2, 
1703AC140229,本科生,男,化2017-2, 
1703AC140230,本科生,男,化2017-2, 
1703AC140301,本科生,男,化2017-3, 
1703AC140302,本科生,男,化2017-3, 
1703AC140303,本科生,男,化2017-3, 
1703AC140304,本科生,男,化2017-3, 
1703AC140305,本科生,男,化2017-3, 
1703AC140306,本科生,男,化2017-3, 
1703AC140307,本科生,男,化2017-3, 
1703AC140308,本科生,男,化2017-3, 
1703AC140309,本科生,男,化2017-3, 
1703AC140310,本科生,男,化2017-3, 
1703AC140311,本科生,男,化2017-3, 
1703AC140312,本科生,男,化2017-3, 
1703AC140313,本科生,男,化2017-3, 
1703AC140314,本科生,男,化2017-3, 
1703AC140315,本科生,男,化2017-3, 
1703AC140316,本科生,男,化2017-3, 
1703AC140317,本科生,男,化2017-3, 
1703AC140318,本科生,男,化2017-3, 
1703AC140319,本科生,男,化2017-3, 
1703AC140320,本科生,男,化2017-3, 
1703AC140321,本科生,男,化2017-3, 
1703AC140322,本科生,男,化2017-3, 
1703AC140323,本科生,男,化2017-3, 
1703AC140324,本科生,男,化2017-3, 
1703AC140325,本科生,男,化2017-3, 
1703AC140326,本科生,男,化2017-3, 
1703AC140327,本科生,男,化2017-3, 
1703AC140328,本科生,男,化2017-3, 
1703AC140329,本科生,男,化2017-3, 
1703AC240101,本科生,男,环境2017-1, 
1703AC240102,本科生,男,环境2017-1, 
1703AC240103,本科生,男,环境2017-1, 
1703AC240104,本科生,男,环境2017-1, 
1703AC240105,本科生,男,环境2017-1, 
1703AC240106,本科生,男,环境2017-1, 
1703AC240107,本科生,男,环境2017-1, 
1703AC240108,本科生,男,环境2017-1, 
1703AC240109,本科生,男,环境2017-1, 
1703AC240110,本科生,男,环境2017-1, 
1703AC240111,本科生,男,环境2017-1, 
1703AC240112,本科生,男,环境2017-1, 
1703AC240113,本科生,男,环境2017-1, 
1703AC240114,本科生,男,环境2017-1, 
1703AC240115,本科生,男,环境2017-1, 
1703AC240116,本科生,男,环境2017-1, 
1703AC240117,本科生,男,环境2017-1, 
1703AC240118,本科生,男,环境2017-1, 
1703AC240201,本科生,男,环境2017-2, 
1703AC240202,本科生,男,环境2017-2, 
1703AC240203,本科生,男,环境2017-2, 
1703AC240204,本科生,男,环境2017-2, 
1703AC240205,本科生,男,环境2017-2, 
1703AC240206,本科生,男,环境2017-2, 
1703AC240207,本科生,男,环境2017-2, 
1703AC240208,本科生,男,环境2017-2, 
1703AC240209,本科生,男,环境2017-2, 
1703AC240210,本科生,男,环境2017-2, 
1703AC240211,本科生,男,环境2017-2, 
1703AC240212,本科生,男,环境2017-2, 
1703AC240213,本科生,男,环境2017-2, 
1703AC240214,本科生,男,环境2017-2, 
1703AC240215,本科生,男,环境2017-2, 
1703AC240216,本科生,男,环境2017-2, 
1703AC240217,本科生,男,环境2017-2, 
1703AC340101,本科生,男,高材2017-1, 
1703AC340102,本科生,男,高材2017-1, 
1703AC340103,本科生,男,高材2017-1, 
1703AC340104,本科生,男,高材2017-1, 
1703AC340105,本科生,男,高材2017-1, 
1703AC340106,本科生,男,高材2017-1, 
1703AC340107,本科生,男,高材2017-1, 
1703AC340108,本科生,男,高材2017-1, 
1703AC340109,本科生,男,高材2017-1, 
1703AC340110,本科生,男,高材2017-1, 
1703AC340111,本科生,男,高材2017-1, 
1703AC340112,本科生,男,高材2017-1, 
1703AC340113,本科生,男,高材2017-1, 
1703AC340114,本科生,男,高材2017-1, 
1703AC340115,本科生,男,高材2017-1, 
1703AC340116,本科生,男,高材2017-1, 
1703AC340117,本科生,男,高材2017-1, 
1703AC340118,本科生,男,高材2017-1, 
1703AC340119,本科生,男,高材2017-1, 
1703AC340120,本科生,男,高材2017-1, 
1703AC340121,本科生,男,高材2017-1, 
1703AC340122,本科生,男,高材2017-1, 
1703AC340123,本科生,男,高材2017-1, 
1703AC340124,本科生,男,高材2017-1, 
1703AC340125,本科生,男,高材2017-1, 
1703AC340126,本科生,男,高材2017-1, 
1703AC340127,本科生,男,高材2017-1, 
1703AC340128,本科生,男,高材2017-1, 
1703AC340201,本科生,男,高材2017-2, 
1703AC340202,本科生,男,高材2017-2, 
1703AC340203,本科生,男,高材2017-2, 
1703AC340204,本科生,男,高材2017-2, 
1703AC340205,本科生,男,高材2017-2, 
1703AC340206,本科生,男,高材2017-2, 
1703AC340207,本科生,男,高材2017-2, 
1703AC340208,本科生,男,高材2017-2, 
1703AC340209,本科生,男,高材2017-2, 
1703AC340210,本科生,男,高材2017-2, 
1703AC340211,本科生,男,高材2017-2, 
1703AC340212,本科生,男,高材2017-2, 
1703AC340213,本科生,男,高材2017-2, 
1703AC340214,本科生,男,高材2017-2, 
1703AC340215,本科生,男,高材2017-2, 
1703AC340216,本科生,男,高材2017-2, 
1703AC340217,本科生,男,高材2017-2, 
1703AC340218,本科生,男,高材2017-2, 
1703AC340219,本科生,男,高材2017-2, 
1703AC340220,本科生,男,高材2017-2, 
1703AC340221,本科生,男,高材2017-2, 
1703AC340222,本科生,男,高材2017-2, 
1703AC340223,本科生,男,高材2017-2, 
1703AC340224,本科生,男,高材2017-2, 
1703AC340225,本科生,男,高材2017-2, 
1703AC340226,本科生,男,高材2017-2, 
1703AC340227,本科生,男,高材2017-2, 
1703AC340228,本科生,男,高材2017-2, 
1703AD140101,本科生,男,应化2017-1, 
1703AD140102,本科生,男,应化2017-1, 
1703AD140103,本科生,男,应化2017-1, 
1703AD140104,本科生,男,应化2017-1, 
1703AD140105,本科生,男,应化2017-1, 
1703AD140106,本科生,男,应化2017-1, 
1703AD140107,本科生,男,应化2017-1, 
1703AD140108,本科生,男,应化2017-1, 
1703AD140109,本科生,男,应化2017-1, 
1703AD140110,本科生,男,应化2017-1, 
1703AD140111,本科生,男,应化2017-1, 
1703AD140112,本科生,男,应化2017-1, 
1703AD140113,本科生,男,应化2017-1, 
1703AD140114,本科生,男,应化2017-1, 
1703AD140115,本科生,男,应化2017-1, 
1703AD140116,本科生,男,应化2017-1, 
1703AD140117,本科生,男,应化2017-1, 
1703AD140118,本科生,男,应化2017-1, 
1703AD140119,本科生,男,应化2017-1, 
1703AD140120,本科生,男,应化2017-1, 
1703AD140121,本科生,男,应化2017-1, 
1703AD140122,本科生,男,应化2017-1, 
1703AD140123,本科生,男,应化2017-1, 
1703AD140124,本科生,男,应化2017-1, 
1703AD140125,本科生,男,应化2017-1, 
1703AD140126,本科生,男,应化2017-1, 
1703AD140127,本科生,男,应化2017-1, 
1703AD140128,本科生,男,应化2017-1, 
1703AD140129,本科生,男,应化2017-1, 
1703AD140130,本科生,男,应化2017-1, 
1703AD140131,本科生,男,应化2017-1, 
1703AD140132,本科生,男,应化2017-1, 
1703AD140133,本科生,男,应化2017-1, 
1703AD140134,本科生,男,应化2017-1, 
1703AD240101,本科生,男,化学2017-1, 
1703AD240102,本科生,男,化学2017-1, 
1703AD240103,本科生,男,化学2017-1, 
1703AD240104,本科生,男,化学2017-1, 
1703AD240105,本科生,男,化学2017-1, 
1703AD240106,本科生,男,化学2017-1, 
1703AD240107,本科生,男,化学2017-1, 
1703AD240108,本科生,男,化学2017-1, 
1703AD240109,本科生,男,化学2017-1, 
1703AD240110,本科生,男,化学2017-1, 
1703AD240111,本科生,男,化学2017-1, 
1703AD240112,本科生,男,化学2017-1, 
1703AD240113,本科生,男,化学2017-1, 
1703AD240114,本科生,男,化学2017-1, 
1703AD240115,本科生,男,化学2017-1, 
1703AD240116,本科生,男,化学2017-1, 
1703AD240117,本科生,男,化学2017-1, 
1703AD240118,本科生,男,化学2017-1, 
1703AD240119,本科生,男,化学2017-1, 
1703AD240120,本科生,男,化学2017-1, 
1703AD240121,本科生,男,化学2017-1, 
1703AD240122,本科生,男,化学2017-1, 
1703AD240123,本科生,男,化学2017-1, 
1703AD240124,本科生,男,化学2017-1, 
1703AD240125,本科生,男,化学2017-1, 
1703AD240126,本科生,男,化学2017-1, 
1703AD240127,本科生,男,化学2017-1, 
1703AD240128,本科生,男,化学2017-1, 
1703AD240129,本科生,男,化学2017-1, 
1703AD240130,本科生,男,化学2017-1, 
1703AE140101,本科生,男,能源2017-1, 
1703AE140102,本科生,男,能源2017-1, 
1703AE140103,本科生,男,能源2017-1, 
1703AE140104,本科生,男,能源2017-1, 
1703AE140105,本科生,男,能源2017-1, 
1703AE140106,本科生,男,能源2017-1, 
1703AE140107,本科生,男,能源2017-1, 
1703AE140108,本科生,男,能源2017-1, 
1703AE140109,本科生,男,能源2017-1, 
1703AE140110,本科生,男,能源2017-1, 
1703AE140111,本科生,男,能源2017-1, 
1703AE140112,本科生,男,能源2017-1, 
1703AE140113,本科生,男,能源2017-1, 
1703AE140114,本科生,男,能源2017-1, 
1703AE140115,本科生,男,能源2017-1, 
1703AE140116,本科生,男,能源2017-1, 
1703AE140117,本科生,男,能源2017-1, 
1703AE140118,本科生,男,能源2017-1, 
1703AE140119,本科生,男,能源2017-1, 
1703AE140120,本科生,男,能源2017-1, 
1703AE140121,本科生,男,能源2017-1, 
1703AE140122,本科生,男,能源2017-1, 
1703AE140123,本科生,男,能源2017-1, 
1703AE140124,本科生,男,能源2017-1, 
1703AE140125,本科生,男,能源2017-1, 
1703AE140126,本科生,男,能源2017-1, 
1703AE140201,本科生,男,能源2017-2, 
1703AE140202,本科生,男,能源2017-2, 
1703AE140203,本科生,男,能源2017-2, 
1703AE140204,本科生,男,能源2017-2, 
1703AE140205,本科生,男,能源2017-2, 
1703AE140206,本科生,男,能源2017-2, 
1703AE140207,本科生,男,能源2017-2, 
1703AE140208,本科生,男,能源2017-2, 
1703AE140209,本科生,男,能源2017-2, 
1703AE140210,本科生,男,能源2017-2, 
1703AE140211,本科生,男,能源2017-2, 
1703AE140212,本科生,男,能源2017-2, 
1703AE140213,本科生,男,能源2017-2, 
1703AE140214,本科生,男,能源2017-2, 
1703AE140215,本科生,男,能源2017-2, 
1703AE140216,本科生,男,能源2017-2, 
1703AE140217,本科生,男,能源2017-2, 
1703AE140218,本科生,男,能源2017-2, 
1703AE140219,本科生,男,能源2017-2, 
1703AE140220,本科生,男,能源2017-2, 
1703AE140221,本科生,男,能源2017-2, 
1703AE140222,本科生,男,能源2017-2, 
1703AE140223,本科生,男,能源2017-2, 
1703AE140224,本科生,男,能源2017-2, 
1703AE140225,本科生,男,能源2017-2, 
1704AC140101,本科生,男,机自2017-1, 
1704AC140102,本科生,男,机自2017-1, 
1704AC140103,本科生,男,机自2017-1, 
1704AC140104,本科生,男,机自2017-1, 
1704AC140105,本科生,男,机自2017-1, 
1704AC140106,本科生,男,机自2017-1, 
1704AC140107,本科生,男,机自2017-1, 
1704AC140108,本科生,男,机自2017-1, 
1704AC140109,本科生,男,机自2017-1, 
1704AC140110,本科生,男,机自2017-1, 
1704AC140111,本科生,男,机自2017-1, 
1704AC140112,本科生,男,机自2017-1, 
1704AC140113,本科生,男,机自2017-1, 
1704AC140114,本科生,男,机自2017-1, 
1704AC140115,本科生,男,机自2017-1, 
1704AC140116,本科生,男,机自2017-1, 
1704AC140117,本科生,男,机自2017-1, 
1704AC140118,本科生,男,机自2017-1, 
1704AC140119,本科生,男,机自2017-1, 
1704AC140120,本科生,男,机自2017-1, 
1704AC140121,本科生,男,机自2017-1, 
1704AC140122,本科生,男,机自2017-1, 
1704AC140123,本科生,男,机自2017-1, 
1704AC140124,本科生,男,机自2017-1, 
1704AC140125,本科生,男,机自2017-1, 
1704AC140126,本科生,男,机自2017-1, 
