年龄,身高,学历,工资,家乡,婚姻,住房,自我介绍,对象年龄,对象身高,对象学历,对象薪水,对象家乡,对象婚姻,对象住房,最低工资,最高工资,平均工资,对象最低年龄,对象最高年龄,对象平均年龄,对象最低身高,对象最高身高,对象平均身高,对象最低薪水,对象最高薪水,对象平均薪水
44,172,大专,10000-20000,内蒙古自治区,未婚,租房,"['也许', '平凡', '缺乏', '生活', '热情', '生命', '梦想', '也许', '我会', '孤单', '我会', '一路', '找寻', '踪迹', '遇见', '生命', '中', '绚烂', '时刻', '想', '留下来', '生活', '价']",44 - 54,170 - 190,不限,0-0,内蒙古自治区,不限,不限,10000,20000,15000,44,54,49,170,190,180,0,0,0
27,170,大专,2000-5000,江西省,未婚,以后再告诉你,"['希望', '过客', '盼望', '建成', '家园', '期待', '到来']",26 - 36,170 - 190,不限,0-0,江西省,不限,不限,2000,5000,3500,26,36,31,170,190,180,0,0,0
34,169,大专,2000-5000,河北省,未婚,已购房(有贷款),"['希望', '过客', '盼望', '建成', '家园', '期待', '到来']",33 - 43,170 - 190,不限,0-0,河北省,不限,不限,2000,5000,3500,33,43,38,170,190,180,0,0,0
36,161,大专,2000-5000,湖南省,未婚,住亲朋家,"['希望', '过客', '盼望', '建成', '家园', '期待', '到来']",36 - 46,170 - 190,不限,0-0,湖南省,不限,不限,2000,5000,3500,36,46,41,170,190,180,0,0,0
33,166,大专,2000-5000,江苏省,未婚,与父母同住,"['希望', '过客', '盼望', '建成', '家园', '期待', '到来']",32 - 42,170 - 190,不限,0-0,江苏省,不限,不限,2000,5000,3500,32,42,37,170,190,180,0,0,0
29,164,大专,2000-5000,黑龙江省,未婚,与父母同住,"['希望', '过客', '盼望', '建成', '家园', '期待', '到来']",28 - 38,170 - 190,不限,0-0,黑龙江省,不限,不限,2000,5000,3500,28,38,33,170,190,180,0,0,0
23,145,初中,2000以下,浙江省,未婚,以后告诉你,"['希望', '找到', '真诚', '自信', '阳光', '相扶', '相持', '生活']",22 - 30,145 - 170,不限,0-0,浙江省,不限,不限,2000,2000,2000,22,30,26,145,170,157.5,0,0,0
18,160,中专/职高/技校,2000-5000,河北省,未婚,以后告诉你,"['希望', '找到', '真诚', '自信', '阳光', '相扶', '相持', '生活']",18 - 25,160 - 185,不限,0-0,河北省,不限,不限,2000,5000,3500,18,25,21.5,160,185,172.5,0,0,0
21,165,初中,2000-5000,澳门特别行政区,未婚,以后告诉你,"['希望', '过客', '盼望', '找到', '爱', '我会', '努力', '寻找', '珍惜', '放手']",21 - 29,165 - 190,不限,0-0,澳门特别行政区,不限,不限,2000,5000,3500,21,29,25,165,190,177.5,0,0,0
59,164,初中,2000以下,内蒙古自治区,离异,以后告诉你,"['希望', '找到', '真诚', '自信', '阳光', '相扶', '相持', '生活']",59 - 67,164 - 189,不限,0-0,内蒙古自治区,不限,不限,2000,2000,2000,59,67,63,164,189,176.5,0,0,0
47,159,中专/职高/技校,2000-5000,湖北省,离异,以后告诉你,"['希望', '过客', '盼望', '找到', '爱', '我会', '努力', '寻找', '珍惜', '放手']",47 - 55,167 - 178,"大专,本科,硕士,博士","20000-50000,>50000",湖北省,丧偶,已购房(无贷款),2000,5000,3500,47,55,51,167,178,172.5,50000,50000,50000
45,170,初中,2000以下,以后告诉你,离异,以后告诉你,"['来到', '希望', '朋友', '期待', '快快', '发信']",45 - 53,170 - 195,不限,0-0,不限,不限,不限,2000,2000,2000,45,53,49,170,195,182.5,0,0,0
78,158,大专,5000-10000,辽宁省,离异,以后告诉你,"['希望', '找到', '真诚', '自信', '阳光', '相扶', '相持', '生活']",22 - 33,160 - 211,"初中,中专/职高/技校,高中,大专,本科,硕士,博士","2000以下,2000-5000,5000-10000,10000-20000,20000-50000",辽宁省,不限,不限,5000,10000,7500,22,33,27.5,160,211,185.5,0,0,0
23,157,大专,10000-20000,西藏自治区,未婚,以后再告诉你,"['来到', '希望', '朋友', '期待', '快快', '发信']",21 - 29,157 - 182,不限,0-0,西藏自治区,不限,不限,10000,20000,15000,21,29,25,157,182,169.5,0,0,0
26,165,本科,5000-10000,澳门特别行政区,未婚,以后再告诉你,"['希望', '过客', '盼望', '找到', '爱', '我会', '努力', '寻找', '珍惜', '放手']",24 - 32,165 - 190,不限,0-0,澳门特别行政区,不限,不限,5000,10000,7500,24,32,28,165,190,177.5,0,0,0
24,157,高中,5000-10000,澳门特别行政区,未婚,以后再告诉你,"['希望', '找到', '真诚', '自信', '阳光', '相扶', '相持', '生活']",22 - 30,157 - 182,不限,0-0,澳门特别行政区,不限,不限,5000,10000,7500,22,30,26,157,182,169.5,0,0,0
22,161,本科,10000-20000,台湾省,未婚,以后再告诉你,"['来到', '希望', '朋友', '期待', '快快', '发信']",21 - 29,161 - 186,不限,0-0,台湾省,不限,不限,10000,20000,15000,21,29,25,161,186,173.5,0,0,0
24,166,大专,10000-20000,台湾省,未婚,以后再告诉你,"['希望', '过客', '盼望', '找到', '爱', '我会', '努力', '寻找', '珍惜', '放手']",22 - 30,166 - 191,不限,0-0,台湾省,不限,不限,10000,20000,15000,22,30,26,166,191,178.5,0,0,0
27,161,高中,10000-20000,台湾省,未婚,以后再告诉你,"['希望', '过客', '盼望', '找到', '爱', '我会', '努力', '寻找', '珍惜', '放手']",25 - 33,161 - 186,不限,0-0,台湾省,不限,不限,10000,20000,15000,25,33,29,161,186,173.5,0,0,0
37,170,高中,2000-5000,台湾省,未婚,以后告诉你,"['希望', '过客', '盼望', '找到', '爱', '我会', '努力', '寻找', '珍惜', '放手']",36 - 44,170 - 195,不限,0-0,台湾省,不限,不限,2000,5000,3500,36,44,40,170,195,182.5,0,0,0
24,156,高中,5000-10000,香港特别行政区,未婚,以后再告诉你,"['来到', '希望', '朋友', '期待', '快快', '发信']",22 - 30,156 - 181,不限,0-0,香港特别行政区,不限,不限,5000,10000,7500,22,30,26,156,181,168.5,0,0,0
26,162,本科,5000-10000,台湾省,未婚,以后再告诉你,"['来到', '希望', '朋友', '期待', '快快', '发信']",24 - 32,162 - 187,不限,0-0,台湾省,不限,不限,5000,10000,7500,24,32,28,162,187,174.5,0,0,0
24,161,大专,10000-20000,澳门特别行政区,未婚,以后再告诉你,"['希望', '找到', '真诚', '自信', '阳光', '相扶', '相持', '生活']",22 - 30,161 - 186,不限,0-0,澳门特别行政区,不限,不限,10000,20000,15000,22,30,26,161,186,173.5,0,0,0
23,158,高中,10000-20000,澳门特别行政区,未婚,以后再告诉你,"['希望', '过客', '盼望', '找到', '爱', '我会', '努力', '寻找', '珍惜', '放手']",21 - 29,158 - 183,不限,0-0,澳门特别行政区,不限,不限,10000,20000,15000,21,29,25,158,183,170.5,0,0,0
24,167,本科,10000-20000,西藏自治区,未婚,以后再告诉你,"['希望', '找到', '真诚', '自信', '阳光', '相扶', '相持', '生活']",23 - 31,167 - 192,不限,0-0,西藏自治区,不限,不限,10000,20000,15000,23,31,27,167,192,179.5,0,0,0
24,169,大专,10000-20000,澳门特别行政区,未婚,以后再告诉你,"['来到', '希望', '朋友', '期待', '快快', '发信']",22 - 30,169 - 194,不限,0-0,澳门特别行政区,不限,不限,10000,20000,15000,22,30,26,169,194,181.5,0,0,0
25,170,大专,5000-10000,台湾省,未婚,以后再告诉你,"['来到', '希望', '朋友', '期待', '快快', '发信']",24 - 32,170 - 195,不限,0-0,台湾省,不限,不限,5000,10000,7500,24,32,28,170,195,182.5,0,0,0
35,175,高中,5000-10000,澳门特别行政区,未婚,以后告诉你,"['希望', '找到', '真诚', '自信', '阳光', '相扶', '相持', '生活']",34 - 42,175 - 200,不限,0-0,澳门特别行政区,不限,不限,5000,10000,7500,34,42,38,175,200,187.5,0,0,0
28,173,大专,2000以下,台湾省,未婚,以后告诉你,"['希望', '找到', '真诚', '自信', '阳光', '相扶', '相持', '生活']",26 - 34,173 - 198,不限,0-0,台湾省,不限,不限,2000,2000,2000,26,34,30,173,198,185.5,0,0,0
32,173,中专/职高/技校,20000-50000,西藏自治区,未婚,以后告诉你,"['希望', '找到', '真诚', '自信', '阳光', '相扶', '相持', '生活']",30 - 38,173 - 198,不限,0-0,西藏自治区,不限,不限,20000,50000,35000,30,38,34,173,198,185.5,0,0,0
66,152,高中,20000-50000,西藏自治区,未婚,以后告诉你,"['来到', '希望', '朋友', '期待', '快快', '发信']",24 - 35,160 - 211,"初中,中专/职高/技校,高中,大专,本科,硕士,博士","2000以下,2000-5000,5000-10000,10000-20000,20000-50000",西藏自治区,不限,不限,20000,50000,35000,24,35,29.5,160,211,185.5,0,0,0
69,160,初中,2000以下,宁夏回族自治区,丧偶,以后告诉你,"['希望', '找到', '真诚', '自信', '阳光', '相扶', '相持', '生活']",23 - 34,160 - 211,"初中,中专/职高/技校,高中,大专,本科,硕士,博士","2000以下,2000-5000,5000-10000,10000-20000,20000-50000",宁夏回族自治区,不限,不限,2000,2000,2000,23,34,28.5,160,211,185.5,0,0,0
28,165,大专,2000-5000,辽宁省,未婚,与父母同住,"['希望', '过客', '盼望', '建成', '家园', '期待', '到来']",28 - 38,170 - 190,不限,0-0,辽宁省,不限,不限,2000,5000,3500,28,38,33,170,190,180,0,0,0
29,166,大专,2000-5000,湖南省,未婚,已购房(有贷款),"['希望', '过客', '盼望', '建成', '家园', '期待', '到来']",29 - 39,170 - 190,不限,0-0,湖南省,不限,不限,2000,5000,3500,29,39,34,170,190,180,0,0,0
31,164,大专,2000-5000,辽宁省,未婚,以后再告诉你,"['希望', '过客', '盼望', '建成', '家园', '期待', '到来']",31 - 41,170 - 190,不限,0-0,辽宁省,不限,不限,2000,5000,3500,31,41,36,170,190,180,0,0,0
31,163,大专,2000-5000,福建省,未婚,已购房(无贷款),"['希望', '过客', '盼望', '建成', '家园', '期待', '到来']",30 - 40,170 - 190,不限,0-0,福建省,不限,不限,2000,5000,3500,30,40,35,170,190,180,0,0,0
29,163,大专,2000-5000,山西省,未婚,住单位房,"['希望', '过客', '盼望', '建成', '家园', '期待', '到来']",28 - 38,170 - 190,不限,0-0,山西省,不限,不限,2000,5000,3500,28,38,33,170,190,180,0,0,0
30,170,大专,2000-5000,山东省,未婚,需要时购置,"['希望', '过客', '盼望', '建成', '家园', '期待', '到来']",29 - 39,170 - 190,不限,0-0,山东省,不限,不限,2000,5000,3500,29,39,34,170,190,180,0,0,0
19,163,大专,2000-5000,上海市,未婚,已购房(无贷款),"['希望', '过客', '盼望', '建成', '家园', '期待', '到来']",18 - 28,170 - 190,不限,0-0,上海市,不限,不限,2000,5000,3500,18,28,23,170,190,180,0,0,0
28,165,大专,2000-5000,内蒙古自治区,未婚,以后再告诉你,"['希望', '过客', '盼望', '建成', '家园', '期待', '到来']",28 - 38,170 - 190,不限,0-0,内蒙古自治区,不限,不限,2000,5000,3500,28,38,33,170,190,180,0,0,0
23,167,本科,5000-10000,辽宁省,未婚,以后再告诉你,"['希望', '过客', '盼望', '建成', '家园', '期待', '到来']",23 - 33,170 - 190,不限,0-0,辽宁省,不限,不限,5000,10000,7500,23,33,28,170,190,180,0,0,0
35,168,大专,2000-5000,山东省,未婚,需要时购置,"['希望', '过客', '盼望', '建成', '家园', '期待', '到来']",34 - 44,170 - 190,不限,0-0,山东省,不限,不限,2000,5000,3500,34,44,39,170,190,180,0,0,0
30,160,大专,2000-5000,江西省,未婚,已购房(有贷款),"['希望', '过客', '盼望', '建成', '家园', '期待', '到来']",29 - 39,170 - 190,不限,0-0,江西省,不限,不限,2000,5000,3500,29,39,34,170,190,180,0,0,0
28,166,大专,2000-5000,吉林省,未婚,需要时购置,"['希望', '过客', '盼望', '建成', '家园', '期待', '到来']",27 - 37,170 - 190,不限,0-0,吉林省,不限,不限,2000,5000,3500,27,37,32,170,190,180,0,0,0
62,176,硕士,10000-20000,辽宁省,未婚,租房,"['金钱', '金山', '银山', '够花', '就行', '房子', '想', '总要', '遮风挡雨', '小窝', '一副', '宽阔', '肩膀', '我愿', '一同', '走', '高山', '雄伟', '经历', '大海', '宽阔', '珈']",62 - 72,170 - 190,不限,0-0,辽宁省,不限,不限,10000,20000,15000,62,72,67,170,190,180,0,0,0
73,174,中专/职高/技校,10000-20000,黑龙江省,未婚,与父母同住,"['深深', '人用', '尽全力', '爱上', '哭', '笑', '任性', '温柔', '依赖', '自私', '天真', '粗心', '疯狂', '安静', '尽全力', '爱上你', '那颗', '心']",73 - 83,170 - 190,不限,0-0,黑龙江省,不限,不限,10000,20000,15000,73,83,78,170,190,180,0,0,0
31,165,大专,2000-5000,吉林省,未婚,需要时购置,"['希望', '过客', '盼望', '建成', '家园', '期待', '到来']",30 - 40,170 - 190,不限,0-0,吉林省,不限,不限,2000,5000,3500,30,40,35,170,190,180,0,0,0
30,167,大专,2000-5000,江西省,未婚,已购房(有贷款),"['希望', '过客', '盼望', '建成', '家园', '期待', '到来']",30 - 40,170 - 190,不限,0-0,江西省,不限,不限,2000,5000,3500,30,40,35,170,190,180,0,0,0
54,172,博士,>50000,吉林省,未婚,住亲朋家,"['也许', '平凡', '缺乏', '生活', '热情', '生命', '梦想', '也许', '我会', '孤单', '我会', '一路', '找寻', '踪迹', '遇见', '生命', '中', '绚烂', '时刻', '想', '留下来', '生活']",53 - 63,170 - 190,不限,0-0,吉林省,不限,不限,50000,50000,50000,53,63,58,170,190,180,0,0,0
31,168,大专,2000-5000,江西省,未婚,已购房(无贷款),"['希望', '过客', '盼望', '建成', '家园', '期待', '到来']",30 - 40,170 - 190,不限,0-0,江西省,不限,不限,2000,5000,3500,30,40,35,170,190,180,0,0,0
36,169,大专,2000-5000,安徽省,未婚,已购房(有贷款),"['希望', '过客', '盼望', '建成', '家园', '期待', '到来']",35 - 45,170 - 190,不限,0-0,安徽省,不限,不限,2000,5000,3500,35,45,40,170,190,180,0,0,0
32,166,大专,20000-50000,云南省,未婚,住单位房,"['希望', '过客', '盼望', '建成', '家园', '期待', '到来']",32 - 42,170 - 190,不限,0-0,云南省,不限,不限,20000,50000,35000,32,42,37,170,190,180,0,0,0
32,162,大专,2000-5000,安徽省,未婚,已购房(有贷款),"['希望', '过客', '盼望', '建成', '家园', '期待', '到来']",31 - 41,170 - 190,不限,0-0,安徽省,不限,不限,2000,5000,3500,31,41,36,170,190,180,0,0,0
32,171,中专/职高/技校,2000-5000,重庆市,未婚,以后告诉你,"['来到', '希望', '朋友', '期待', '快快', '发信']",30 - 38,171 - 196,不限,0-0,重庆市,不限,不限,2000,5000,3500,30,38,34,171,196,183.5,0,0,0
58,157,本科,2000-5000,云南省,丧偶,以后告诉你,,57 - 65,157 - 182,不限,"2000以下,2000-5000",云南省,不限,不限,2000,5000,3500,57,65,61,157,182,169.5,0,0,0
21,159,高中,2000以下,山东省,丧偶,以后告诉你,"['希望', '找到', '真诚', '自信', '阳光', '相扶', '相持', '生活']",20 - 28,159 - 184,不限,0-0,山东省,不限,不限,2000,2000,2000,20,28,24,159,184,171.5,0,0,0
20,160,大专,2000-5000,吉林省,未婚,以后告诉你,"['希望', '过客', '盼望', '找到', '爱', '我会', '努力', '寻找', '珍惜', '放手']",19 - 27,160 - 185,不限,0-0,吉林省,不限,不限,2000,5000,3500,19,27,23,160,185,172.5,0,0,0
19,149,初中,2000以下,宁夏回族自治区,未婚,以后告诉你,"['希望', '找到', '真诚', '自信', '阳光', '相扶', '相持', '生活']",19 - 27,149 - 174,不限,0-0,宁夏回族自治区,不限,不限,2000,2000,2000,19,27,23,149,174,161.5,0,0,0
57,164,初中,2000-5000,内蒙古自治区,丧偶,以后告诉你,"['来到', '希望', '朋友', '期待', '快快', '发信']",56 - 64,164 - 189,不限,0-0,内蒙古自治区,不限,不限,2000,5000,3500,56,64,60,164,189,176.5,0,0,0
18,160,初中,20000-50000,福建省,未婚,以后告诉你,"['福建省', '莆田市', '网', '真心', '寻找', '谱', '希望', '生活', '中', '相互', '扶持', '幸福', '安逸', '美好生活', '愿望', '并不大', '希望', '相伴']",18 - 25,160 - 185,不限,0-0,福建省,不限,不限,20000,50000,35000,18,25,21.5,160,185,172.5,0,0,0
28,156,中专/职高/技校,2000-5000,云南省,离异,以后告诉你,,27 - 35,156 - 181,不限,"2000以下,2000-5000",云南省,不限,不限,2000,5000,3500,27,35,31,156,181,168.5,0,0,0
33,175,博士,>50000,以后告诉你,未婚,以后告诉你,"['来到', '希望', '朋友', '期待', '快快', '发信']",27 - 38,160 - 211,"初中,中专/职高/技校,高中,大专,本科,硕士,博士","2000以下,2000-5000,5000-10000,10000-20000,20000-50000",不限,不限,不限,50000,50000,50000,27,38,32.5,160,211,185.5,0,0,0
26,167,本科,5000-10000,以后告诉你,未婚,以后告诉你,"['希望', '找到', '真诚', '自信', '阳光', '相扶', '相持', '生活']",20 - 31,160 - 211,"初中,中专/职高/技校,高中,大专,本科,硕士,博士","2000以下,2000-5000,5000-10000,10000-20000,20000-50000",不限,不限,不限,5000,10000,7500,20,31,25.5,160,211,185.5,0,0,0
75,159,中专/职高/技校,20000-50000,山西省,丧偶,以后告诉你,"['希望', '找到', '真诚', '自信', '阳光', '相扶', '相持', '生活']",26 - 37,160 - 211,"初中,中专/职高/技校,高中,大专,本科,硕士,博士","2000以下,2000-5000,5000-10000,10000-20000,20000-50000",山西省,不限,不限,20000,50000,35000,26,37,31.5,160,211,185.5,0,0,0
76,163,博士,10000-20000,江西省,丧偶,以后告诉你,"['希望', '过客', '盼望', '找到', '爱', '我会', '努力', '寻找', '珍惜', '放手']",24 - 35,160 - 211,"初中,中专/职高/技校,高中,大专,本科,硕士,博士","2000以下,2000-5000,5000-10000,10000-20000,20000-50000",江西省,不限,不限,10000,20000,15000,24,35,29.5,160,211,185.5,0,0,0
72,169,博士,>50000,江西省,离异,以后告诉你,"['希望', '找到', '真诚', '自信', '阳光', '相扶', '相持', '生活']",21 - 32,160 - 211,"初中,中专/职高/技校,高中,大专,本科,硕士,博士","2000以下,2000-5000,5000-10000,10000-20000,20000-50000",江西省,不限,不限,50000,50000,50000,21,32,26.5,160,211,185.5,0,0,0
30,178,本科,10000-20000,以后告诉你,未婚,以后告诉你,"['希望', '找到', '真诚', '自信', '阳光', '相扶', '相持', '生活']",25 - 36,178 - 198,不限,0-0,不限,不限,不限,10000,20000,15000,25,36,30.5,178,198,188,0,0,0
